"off.rank" "school" "games" "off.points" "off.pass.cmp" "off.pass.att" "off.pass.pct" "off.pass.yds" "off.pass.td" "off.rush.att" "off.rush.yds" "off.rush.avg" "off.rush.td" "off.toff.plays" "off.toff.yds" "off.toff.avg" "off.fd.pass" "off.fd.rush" "off.fd.pen" "off.fd.tot" "off.pen.num" "off.pen.yds" "off.turn.fum" "off.turn.int" "off.turn.tot" "year" "def.rank" "def.points" "def.pass.cmp" "def.pass.att" "def.pass.pct" "def.pass.yds" "def.pass.td" "def.rush.att" "def.rush.yds" "def.rush.avg" "def.rush.td" "def.toff.plays" "def.toff.yds" "def.toff.avg" "def.fd.pass" "def.fd.rush" "def.fd.pen" "def.fd.tot" "def.pen.num" "def.pen.yds" "def.turn.fum" "def.turn.int" "def.turn.tot" "spec.rank" "kick.xpm" "kick.xpa" "kick.xpp" "kick.fgm" "kick.fga" "kick.fgp" "kick.pts" "punt.num" "punt.yds" "punt.avg" "kr.num" "kr.yds" "kr.avg" "kr.td" "pr.num" "pr.yds" "pr.avg" "pr.td"
90 "Army" 12 19.3 13.6 24.4 55.6 133.4 0.8 34.8 127.6 3.7 1.3 59.2 261 4.4 7.5 6.8 1.3 15.6 4.3 37.3 1.1 2 3.1 2006 96 27.9 13.9 22.3 62.3 156 1.3 41.6 198.9 4.8 2 63.9 354.9 5.6 7.5 10.6 1.1 19.2 5.8 50.2 1.3 0.3 1.6 9 2.2 2.2 100 1 1.4 70.6 5.2 4.1 172.3 42.2 4.8 91.6 19.3 0 1.5 27.1 18.1 0.2
91 "Central Florida" 12 19.3 18.9 31.8 59.6 233.8 1.2 36.8 139.4 3.8 0.9 68.6 373.2 5.4 11.2 7.4 0.7 19.3 4.6 40.3 0.8 0.8 1.6 2006 101 28.8 20.3 32.7 62.2 248.8 1.8 33.3 149.3 4.5 1.3 66 398.1 6 11.5 8.7 0.8 20.9 4.3 33.8 0.2 0.8 1 19 2.1 2.1 100 1.4 2 70.8 6.3 3.8 145.2 37.9 3.6 69.3 19.3 0 1.5 21.4 14.3 0.1
92 "Alabama-Birmingham" 12 18.8 14.8 25.3 58.2 184.5 1 36 125.6 3.5 1.2 61.3 310.1 5.1 7.8 8.3 1.5 17.6 7.8 58.5 0.8 1 1.8 2006 74 24.8 16.7 26.4 63.1 212.5 1.6 34.1 146.8 4.3 1.3 60.5 359.3 5.9 9 8.1 1.5 18.6 5.7 49.6 1.2 1 2.2 4 1.8 2 91.7 0.9 1.3 68.8 4.6 4.9 192.8 39.2 3.6 78.1 21.8 0 1.3 6.1 4.6 0
93 "Iowa State" 12 18.8 17.8 31.5 56.3 216.1 1 33.4 101.8 3 1.3 64.9 317.8 4.9 9.8 7.2 1.9 18.9 4.7 35.8 0.7 1 1.7 2006 105 30.8 22.6 31.2 72.5 238.5 2.2 33.7 153.8 4.6 1.6 64.8 392.3 6.1 11.4 7.3 0.9 19.7 6 58.4 0.8 0.5 1.3 42 2 2 100 0.7 0.9 72.7 4 4.7 192.4 41.2 3.3 61.4 18.4 0 1.7 17.8 10.7 0.1
94 "Tulane" 12 18.7 20.4 36.7 55.7 246.5 1.5 29.4 92.2 3.1 0.8 66.1 338.7 5.1 11.1 6.7 1.3 19 6 47.8 1.1 1 2.1 2006 113 33.3 20.6 32.2 64 250.2 1.9 35.7 149.5 4.2 1.9 67.8 399.7 5.9 11 8.3 1.8 21.1 6.1 47.5 0.5 0.7 1.2 105 1.9 2.3 82.1 0.8 1.3 60 4.2 5.3 216.8 41.3 4.1 71.1 17.4 0 1.8 15.9 8.7 0
95 "Louisiana Tech" 13 18.6 16.5 31.8 51.8 214.4 1.3 31.9 130.2 4.1 1 63.7 344.5 5.4 9.7 7.1 1.5 18.2 5.2 47.1 1.4 1.5 2.8 2006 119 41.7 17.3 28.2 61.5 257.8 2.4 39.6 225.4 5.7 2.9 67.8 483.2 7.1 10.2 10.4 1.3 21.9 6.4 53.2 1.5 0.8 2.2 48 2.3 2.4 96.8 0.6 0.9 66.7 4.2 5.5 208.5 38.2 5.5 118.5 21.7 0.1 1.8 8.8 5 0
96 "Miami (OH)" 12 18.5 20.1 35 57.4 231.6 1.3 32.2 86.7 2.7 0.9 67.2 318.3 4.7 10.9 5.2 2.2 18.3 5.8 54.7 0.9 0.9 1.8 2006 79 25.3 13.6 22.9 59.3 158.3 1.2 36.4 173.4 4.8 1.7 59.3 331.8 5.6 7.3 8.1 1.6 16.9 6.9 59 0.7 1.2 1.8 56 1.8 1.9 95.7 1 1.6 63.2 4.8 4.9 198.6 40.4 3.6 72.4 20.2 0 1.8 18.5 10.1 0.1
97 "Mississippi State" 12 18.4 14.3 30 47.5 191.7 0.8 32.8 95.2 2.9 1.2 62.8 286.8 4.6 8.4 5.8 1.6 15.8 5.5 51.9 0.8 1.3 2.1 2006 84 25.8 14.9 25.8 57.9 205.9 1.5 33.7 115.4 3.4 1.3 59.4 321.3 5.4 8.7 6.4 1.3 16.3 6.3 54.8 0.7 1 1.7 62 2.3 2.3 96.4 0.5 1 50 3.8 5.7 216.5 38.2 3.3 66.8 20.5 0 2.3 29.6 13.1 0.1
98 "Buffalo" 12 18.3 16.7 29.5 56.5 178 0.8 31.7 90.2 2.8 1.3 61.2 268.2 4.4 8 6 0.9 14.9 5.8 46.3 0.9 1.1 2 2006 116 35.9 15.3 22.9 66.9 205.6 1.8 39.4 184.8 4.7 2.9 62.3 390.4 6.3 8 9.4 1 18.4 6.1 48.7 0.8 0.8 1.7 17 1.9 2.1 92 0.8 1.1 69.2 4.2 6.2 224.4 36.4 3.8 80.1 21.4 0.1 1.3 16 12.8 0.1
99 "North Carolina" 12 18 14.1 27.8 50.8 179.7 0.9 31.8 113.3 3.6 1 59.6 293 4.9 8.5 6.3 1 15.8 6.1 52.8 0.8 1.5 2.3 2006 104 30.5 15.8 25.5 62.1 195.5 1.2 38.7 172.8 4.5 2.4 64.2 368.3 5.7 8.4 9.8 1.7 19.8 6.3 52.3 0.8 0.6 1.4 70 2 2.2 92.3 0.8 0.8 100 4.5 5.5 219.2 39.8 4.2 92.2 22.1 0.2 1.8 17.7 10.1 0.1
100 "Kent State" 12 17.8 11.9 22.3 53.6 163.2 0.8 40.5 158.4 3.9 1.4 62.8 321.6 5.1 6.9 7.9 1.2 16 6.8 58 1.1 1 2.1 2006 41 20.1 14.3 27.2 52.5 158.9 0.7 37.8 139 3.7 1.6 65 297.9 4.6 7.8 7.4 1 16.2 6.5 53.3 1 1.3 2.3 45 2.2 2.5 86.7 0.2 0.8 20 2.7 5.3 177.8 33.3 2.9 54.7 18.7 0 1.7 11.8 7.1 0
101 "North Carolina State" 12 17.5 16.3 31.6 51.7 182.3 0.8 31.2 119.7 3.8 0.9 62.8 302 4.8 9.6 5.3 1.2 16.1 7.2 58 0.6 1.3 1.9 2006 51 21.8 11.5 22.4 51.3 166.7 1 40.1 150.5 3.8 1.3 62.5 317.2 5.1 7.2 8 1.3 16.5 6.3 52.8 0.4 0.6 1 71 1.8 1.9 95.7 1 1.3 75 4.8 6.3 247.3 39.1 3.4 73.8 21.6 0.1 2.3 18.8 8 0.1
102 "Syracuse" 12 17.4 13.4 25.9 51.8 157.1 1.1 35 106.9 3.1 0.7 60.9 264 4.3 7.6 6.5 1.2 15.3 5.9 46.8 1 0.4 1.4 2006 72 24.6 18.8 29 64.9 214.3 1.4 38.9 185.1 4.8 1.7 67.9 399.3 5.9 9.8 9.7 1 20.4 6.1 52.9 0.9 1.4 2.3 95 1.8 1.8 100 1.3 1.5 88.9 5.8 6 251.8 42 3.4 61.4 18 0 1.8 13.4 7.7 0
103 "Idaho" 12 16.9 14 28.8 48.6 196.1 0.7 33.3 114.2 3.4 1.2 62.1 310.3 5 8.5 6.3 1.1 15.9 7.3 76.8 0.8 1.3 2.2 2006 115 34.8 18.6 29.7 62.6 229.4 2.2 34 165 4.9 2.3 63.7 394.4 6.2 10.1 8.7 2 20.8 5 49.3 0.8 1.3 2.1 38 1.9 1.9 100 1 1.4 70.6 4.9 5.9 233.2 39.4 4.4 78.7 17.8 0 1.8 9.1 5.2 0
104 "Colorado State" 12 16.8 18.4 30.3 60.9 218.1 1.1 31 76.5 2.5 0.8 61.3 294.6 4.8 9.2 5.8 1.3 16.3 4.8 38.9 0.5 1.1 1.6 2006 52 21.9 15 26 57.7 181.3 0.9 36.5 149.1 4.1 1.8 62.5 330.3 5.3 8.3 8.1 1.4 17.8 6 50.7 0.4 0.6 1 24 1.8 2 91.7 0.7 1.3 53.3 3.8 5.4 230 42.5 2.3 42.3 18.1 0 2.8 28.9 10.2 0.2
105 "Arizona" 12 16.6 15.9 29.7 53.7 168.7 0.8 31.6 84.2 2.7 0.9 61.3 252.8 4.1 8 5.2 1.3 14.4 5.8 48.2 0.4 1.2 1.6 2006 35 19.6 18.4 29.8 61.7 206.6 1.2 30.8 119.7 3.9 0.8 60.6 326.3 5.4 9.3 6.1 0.7 16 5.8 48.2 1.1 1.1 2.2 5 1.8 1.8 100 1.3 1.7 75 5.6 6.4 280.1 43.6 1.8 43.7 23.8 0 1.8 21.7 12.4 0.1
106 "Northwestern" 12 16.5 15.7 27.7 56.6 169 0.7 35.2 142.1 4 1.3 62.8 311.1 5 7.8 7.1 1.5 16.4 3.3 28 1 1.4 2.4 2006 88 26.2 17.5 28.4 61.6 204.2 1.2 37.1 158.3 4.3 1.8 65.5 362.5 5.5 9.8 8.3 0.7 18.8 5.4 45.3 0.9 0.9 1.8 74 2 2.1 96 0.7 1 66.7 4 5.6 201.4 36.1 3.2 57 18 0 1.1 8.2 7.5 0.1
107 "Colorado" 12 16.3 9.9 21.2 46.9 118.5 0.6 38.4 172.9 4.5 1 59.6 291.4 4.9 6.1 8.3 0.8 15.2 5.3 46.6 0.7 0.7 1.3 2006 57 22.3 21.8 32.5 66.9 228.5 1.8 34.2 112.4 3.3 1 66.7 340.9 5.1 11.2 6.1 1.3 18.5 6.9 53.3 1 1 2 23 1.6 1.6 100 1.6 2.3 67.9 6.3 4.7 196.1 42 2.7 48.6 18.2 0 1.8 10.3 5.6 0
108 "Mississippi" 12 15.7 11.2 23.3 47.9 136.1 0.8 35.2 125.3 3.6 0.9 58.5 261.4 4.5 6.4 7.4 1.3 15.1 4.9 38.7 0.5 0.8 1.3 2006 61 22.9 16.9 28.3 59.7 195 1.5 38.3 158.9 4.2 1.2 66.6 353.9 5.3 8.8 9.7 1 19.5 4.9 41.3 0.8 0.3 1.1 61 1.7 1.7 100 1.2 1.4 82.4 5.2 4.9 189.6 38.6 3.6 81.3 22.7 0 1.7 18.7 11.2 0.1
109 "Arkansas State" 12 15.2 12 25 48 144.6 0.7 42.3 167.7 4 1 67.3 312.3 4.6 6.8 10.1 1.8 18.7 5.8 50.8 1.3 1.3 2.5 2006 69 24.1 13.2 23.1 57 160.9 1.2 32.8 148.5 4.5 1.5 55.8 309.4 5.5 6.6 7.7 1.3 15.6 6.7 61.8 0.6 1.6 2.2 8 1.3 1.6 84.2 1 1.3 75 4.3 4.4 167.9 38 4.3 81.4 19.2 0 1.5 5.7 3.8 0
110 "Florida Atlantic" 12 15.1 15.8 29.3 53.7 187.8 0.9 37.7 109.5 2.9 0.8 67 297.3 4.4 9.3 7 1.2 17.4 5.8 52.7 0.8 1.2 2 2006 75 24.9 13.6 25.4 53.4 170.8 1.3 33.1 163.3 4.9 1.3 58.5 334.1 5.7 7.3 7.6 1.3 16.3 5.5 45.8 0.7 1.5 2.2 30 1.5 1.7 90 0.8 1.2 64.3 3.8 5.3 199.9 37.5 3.8 72.3 18.9 0 1.3 17.3 12.9 0
111 "Virginia" 12 15.1 16.9 28.8 58.8 157.3 0.7 30.3 99.9 3.3 1 59.1 257.2 4.4 6.9 6.3 0.8 14 4.5 32.6 0.3 0.9 1.3 2006 22 17.8 14.3 24.3 58.8 170.2 0.8 35.8 119.3 3.3 1 60.1 289.5 4.8 7.3 5.9 0.4 13.7 5.3 43.1 0.6 0.8 1.4 111 1.6 1.6 100 1 1.8 57.1 4.6 6.8 263.8 39.1 3.3 77.8 23.9 0 2.8 22.7 8.2 0
112 "Duke" 12 14.9 15.8 29.8 52.8 185.2 1 34.3 98.3 2.9 0.8 64.2 283.4 4.4 8.1 5.9 2.2 16.2 6 47 1.2 1.4 2.6 2006 114 33.8 17.2 28.6 60.1 227.3 2.3 36.8 168 4.6 1.8 65.3 395.3 6.1 9.8 8.3 1.5 19.6 7.7 66.5 1.1 0.8 1.9 26 1.3 1.7 75 0.3 0.9 36.4 2.3 5.7 207.1 36.5 4.6 106.8 23.3 0 1.8 8.9 5.1 0
113 "San Diego State" 12 14.2 14.3 24.5 58.2 150.3 0.7 35.2 119.2 3.4 0.8 59.7 269.5 4.5 6.2 7.1 1.3 14.6 5.9 51.7 0.7 1.4 2.1 2006 94 27.1 14.6 24.6 59.3 171.7 1.8 40.7 180.1 4.4 1.2 65.3 351.8 5.4 7.6 10.4 1.5 19.5 4.3 35.8 0.8 0.8 1.5 87 1.7 1.7 100 0.7 1.2 57.1 3.7 5.4 216 39.9 4 70 17.5 0 1.4 8.2 5.8 0
114 "Eastern Michigan" 12 13.9 18.1 30.8 58.6 170.5 0.6 31.2 105.8 3.4 0.8 62 276.3 4.5 8.2 6.1 1.2 15.4 7.3 59.1 0.4 1.3 1.8 2006 91 26.8 16.9 26.6 63.6 187 1.7 41.8 201.3 4.8 1.8 68.3 388.3 5.7 8.2 10.8 1.2 20.1 5.3 46.2 0.7 0.6 1.3 28 1.3 1.3 100 1.3 1.9 69.6 5.3 5.8 232 39.8 3.3 68.3 20.5 0 1.8 14.2 7.7 0
115 "North Texas" 12 12.8 11.3 21.1 53.8 115.2 0.8 36.4 117 3.2 0.4 57.5 232.2 4 5.3 6.3 1.2 12.8 6.3 51.6 0.8 1.6 2.4 2006 80 25.3 16.8 26.4 63.7 189.1 1.5 38.8 149.3 3.9 1.6 65.2 338.4 5.2 7.6 9.9 1.4 18.9 5.2 43.6 0.7 0.5 1.2 72 1.1 1.1 100 1.3 1.8 71.4 4.8 5 203.3 40.7 3.7 66.4 18.1 0 1.6 11.7 7.4 0.1
116 "Temple" 12 10.9 15.3 25.7 59.7 162 1.1 28.8 53.7 1.9 0.3 54.4 215.7 4 7 3.7 0.8 11.5 6.3 46.6 0.9 1.3 2.2 2006 118 41.3 15.1 25.6 59 208.8 1.8 40.8 243.6 6 3.4 66.4 452.4 6.8 8.8 12.7 1.5 22.9 5.5 48.3 0.7 0.8 1.4 96 1 1.2 85.7 0.3 0.5 50 1.8 6.7 252.8 37.9 5.3 115.1 21.6 0.1 0.9 2.9 3.2 0
117 "Utah State" 12 10.8 12.9 24.8 52 139.7 0.8 35.8 114.8 3.2 0.5 60.7 254.4 4.2 6.3 6.4 1.5 14.2 5.4 47.1 0.9 1.2 2.1 2006 117 38.5 16.8 26.2 64.3 249.8 2.8 36.9 186.3 5 1.8 63.1 436 6.9 10.3 9.3 1.4 21.1 5.7 56.5 1.1 0.5 1.6 109 1.2 1.3 93.3 0.2 0.4 40 1.7 6.8 248 36.7 4.3 79.8 18.4 0 1.2 6.2 5.3 0
118 "Stanford" 12 10.6 13.9 26.3 52.8 166.8 0.8 30.6 65.1 2.1 0.3 56.9 231.9 4.1 7.4 4.8 1.3 13.6 5 35.7 1.3 0.9 2.2 2006 108 31.4 16.3 27.1 60.3 177 1.2 43.3 210.5 4.9 2.2 70.3 387.5 5.5 9.3 12 1.1 22.4 5.3 51.1 0.7 0.6 1.3 94 1.1 1.3 86.7 0.7 1.2 57.1 3.1 5.7 220 38.8 4 71.6 17.9 0 1.1 6.1 5.6 0
119 "Florida International" 12 9.6 18.3 34 53.9 176.3 0.4 24.9 56.8 2.3 0.4 58.9 233.1 4 7.8 3.1 1.6 12.5 7.3 64.1 0.9 1.3 2.2 2006 87 26.1 14 24.8 56.6 147.7 1.5 42.1 153.3 3.6 1.3 66.8 300.9 4.5 7.3 8.3 1.8 17.4 5.9 58.3 0.5 0.9 1.4 31 0.8 1.3 66.7 0.4 0.9 45.5 2.1 6.9 240.8 34.8 3.3 70.1 21 0.1 1.8 22.3 12.8 0.2
1 "Hawaii" 13 43.4 35.3 51 69.2 439.5 3.9 21.5 72.6 3.4 1.2 72.5 512.1 7.1 20.5 4.2 2 26.7 7 66.2 0.9 1.8 2.7 2007 48 25.5 19.9 34.9 57 214 1.2 38.5 133.8 3.5 1.5 73.4 347.8 4.7 10.7 8 1.5 20.2 6.5 55.9 0.7 1.5 2.2 36 5.4 5.7 94.6 0.9 1.3 70.6 8.2 2.7 106.9 39.7 4.7 114 24.3 0.2 1.9 23.9 12.4 0.1
2 "Kansas" 13 42.8 23.2 36.6 63.4 291 2.8 39.4 188.8 4.8 2.3 76 479.8 6.3 13.1 10.3 1.7 25.1 4.1 39.1 0.5 0.5 1.1 2007 4 16.4 23.3 40.6 57.4 222.5 1.3 30.8 94.8 3.1 0.6 71.5 317.3 4.4 9.4 6.2 1.1 16.6 6.2 57.9 0.9 1.8 2.7 43 5.1 5.2 98.5 1.4 2 69.2 9.2 3.9 149.9 38.2 3 75.6 25.2 0.2 2.8 16.5 6 0.2
3 "Florida" 13 42.5 18.5 27.8 66.5 257 2.5 37.5 200.2 5.3 3 65.2 457.2 7 10.8 11.8 0.8 23.5 8.2 61.9 0.7 0.5 1.2 2007 47 25.5 21.3 35.8 59.4 258.5 1.5 34 103.3 3 1.4 69.8 361.8 5.2 12.1 6.2 1.8 20.2 6.4 46.2 0.7 0.8 1.5 29 5.5 5.7 97.3 0.8 1.2 66.7 7.8 2.8 111.8 39.3 3.8 79.5 20.7 0 2 30.2 15.1 0.2
4 "Boise State" 13 42.4 23.6 35.4 66.7 282.5 2.6 39.8 184.9 4.6 2.7 75.2 467.4 6.2 12.9 9.4 1.2 23.5 7.1 63.7 0.7 0.9 1.6 2007 26 21.6 17.8 32.9 54 207.2 1.3 34.8 130.8 3.8 1.5 67.8 338 5 8.8 7 2 17.8 5.2 39.8 0.6 1.1 1.7 13 5.3 5.4 98.6 1.2 1.5 84.2 9 3.7 149.8 40.6 3.8 92.9 24.7 0.1 3.9 48.1 12.3 0.1
5 "Oklahoma" 14 42.3 19.3 28.6 67.3 258.2 2.8 41 190.7 4.7 2.4 69.6 448.9 6.4 11.4 9.4 1.7 22.4 6.9 57.5 0.8 0.6 1.4 2007 19 20.3 21.1 34.9 60.3 228.1 1.2 33 110.3 3.3 1.2 67.9 338.4 5 10.5 5.5 1.1 17.1 6.7 56.6 0.6 1.4 2 78 5.1 5.4 93.4 0.9 1.1 86.7 7.9 3.9 165.1 42.8 4 113.1 28.3 0.1 3.2 24.3 7.6 0
6 "Tulsa" 14 41.1 24 40.3 59.6 371 3.5 40.1 172.9 4.3 2 80.4 543.9 6.8 15.7 9.7 1.5 26.9 6.1 56.2 0.8 1.4 2.1 2007 101 33.4 20.9 34.7 60.1 266.6 2 41.9 185.2 4.4 2 76.6 451.9 5.9 12 9.7 1.4 23.1 6.7 61.6 0.9 0.8 1.7 106 5.2 5.4 96.1 0.5 0.9 58.3 6.7 4.4 170.4 39.1 4.9 100.6 20.4 0.1 1 8.8 8.8 0
7 "Texas Tech" 13 40.9 41.8 58.7 71.3 470.3 3.9 18.9 59.3 3.1 1.4 77.6 529.6 6.8 21.5 4.5 1.6 27.5 7.9 71.8 0.8 1.2 2 2007 51 25.9 17.2 31.2 54.9 188.4 1.6 44.4 177 4 1.4 75.6 365.4 4.8 8.6 10.4 1.8 20.8 6.4 58.2 0.8 0.8 1.6 101 5.2 5.2 100 1 1.6 61.9 8.2 2.3 94.5 41 3.7 81 21.9 0 3.2 36.5 11.6 0
8 "Missouri" 14 39.9 28.1 41.6 67.7 314.1 2.4 37.9 176.2 4.7 2.1 79.4 490.3 6.2 15.4 10 1.6 27 5.4 46.3 0.5 0.9 1.4 2007 38 23.3 24.8 40 62 256.9 1.3 34 122.1 3.6 1.4 74 378.9 5.1 12.7 6.4 1.3 20.4 7.4 55.6 1.1 1.2 2.4 63 4.8 4.8 100 1.5 1.8 84 9.3 4 143.4 35.9 3.5 81.6 23.3 0.1 1.9 21.9 11.8 0.1
9 "West Virginia" 13 39.6 13.5 20.4 66.4 159 1.2 48.3 297.2 6.2 3.8 68.7 456.2 6.6 6.7 13.4 1.4 21.5 5.5 52.8 1.2 0.5 1.6 2007 8 18.1 16.6 29.6 56.1 188.8 1.2 37.4 112.9 3 1 67 301.7 4.5 8.5 6.8 1.8 17.1 6.8 56.7 1.4 1.2 2.6 116 5.1 5.2 98.5 1 1.5 68.4 8.1 3.8 155.6 41.3 3.8 86.5 22.5 0 3.4 40.7 12 0
10 "Navy" 13 39.3 5.7 10.5 54.4 95.3 0.7 61.8 348.8 5.6 4.1 72.3 444.1 6.1 3.7 18.7 1.3 23.7 4 29.8 1 0.4 1.4 2007 109 36.4 21.5 30.7 69.9 263.4 2.5 41 175.8 4.3 2.2 71.7 439.2 6.1 12.4 10.8 0.6 23.8 5.3 47.2 0.5 0.8 1.2 64 4.5 4.6 96.7 1.3 2.1 63 8.4 1.8 68.8 37.3 5.5 138.1 25.3 0.2 0.9 12.6 13.7 0
11 "Louisiana State" 14 38.6 18.3 31.6 57.9 225.3 2.1 43.7 214.1 4.9 2.5 75.3 439.4 5.8 10.4 10.9 1.2 22.6 8.4 62.9 0.2 0.9 1.1 2007 17 19.9 15.1 32.2 47 182.7 1.4 33.1 106.1 3.2 1 65.4 288.8 4.4 8.6 6.1 1.9 16.5 4.8 40.4 0.9 1.6 2.6 47 4.5 4.5 100 1.9 2.4 78.8 10.1 4.4 192.1 44.1 3 59.1 19.7 0.1 1.6 9.7 5.9 0
12 "Oregon" 13 38.2 18.8 31.8 59.1 215.8 2 47.3 251.7 5.3 2.5 79.1 467.5 5.9 10.2 13.4 1.1 24.7 6.1 55 1.1 0.8 1.8 2007 41 23.6 19.8 37.5 53 249.2 1.5 37.4 132.8 3.6 1 74.8 382 5.1 10.3 7.5 2.2 20 6.4 53.5 1 1.5 2.5 80 4.5 4.5 100 1.5 1.8 79.2 8.9 5.5 229.2 41.4 4.1 97.7 24 0 2.8 22.1 8 0
13 "Arkansas" 13 37.3 13.8 24.1 57.2 163.5 1.8 48.1 286.5 6 2.5 72.2 450 6.2 7.5 12.7 0.8 21 6.3 54.4 1.2 0.8 2 2007 55 26.5 16.9 37.3 45.4 205.4 1.6 38.7 160.2 4.1 1.4 76 365.6 4.8 9.6 8.7 2.5 20.8 5.4 43.5 0.8 1.5 2.3 7 4.5 4.6 96.7 1.3 1.8 73.9 8.4 4.7 187.4 39.9 3.9 86.5 22.1 0.2 2.2 12.4 5.8 0
14 "Texas" 13 37.2 21.3 33.5 63.5 255.4 1.7 41.5 207.5 5 2.7 75 462.9 6.2 11.7 10.9 1.3 23.9 6.2 55.4 0.6 1.4 2 2007 46 25.3 24.2 39.8 60.7 277.8 1.8 32.7 93.4 2.9 0.9 72.5 371.2 5.1 12.6 6.7 1.6 20.9 6.5 52.5 0.8 1.3 2.1 98 4.5 4.5 98.3 1.4 1.7 81.8 8.6 4 157 39.3 3.9 88.2 22.5 0.1 1.5 14 9.1 0
15 "Kentucky" 13 36.5 25.5 40.6 62.7 287.9 3.1 37.3 155.5 4.2 1.5 77.9 443.4 5.7 14 10 1.8 25.8 6.4 55.2 1.2 0.9 2.2 2007 81 29.6 18.2 33.2 54.8 206.1 1.8 41.8 191.1 4.6 1.5 74.9 397.2 5.3 9.9 10.8 1.5 22.2 6.5 56.7 0.8 1.3 2.1 46 4.1 4.3 94.6 1.2 1.9 64 7.8 3.9 153.2 39.1 4.8 107.2 22.1 0 2.4 19.4 8.1 0
16 "Cincinnati" 13 36.3 22 35.7 61.6 286.2 2.8 36.7 147.8 4 1.5 72.4 433.9 6 12.1 7.8 1.8 21.8 9.4 79.1 1.1 0.9 2 2007 12 18.8 22.7 37.9 59.8 254 1.2 36.2 114.2 3.2 0.8 74.2 368.2 5 12 6.3 1.5 19.8 7.5 67.1 1.2 2 3.2 21 4.4 4.7 93.4 0.8 1.5 57.9 6.9 4.5 209 46.1 4 89 22.3 0 1.6 13.3 8.2 0.2
17 "Central Florida" 14 35.9 14.1 24.7 57.2 176.9 1.1 47.9 234.8 4.9 2.9 72.6 411.6 5.7 8.4 10.8 1.7 20.9 5.3 47.5 1.1 0.9 1.9 2007 57 26.6 20.7 37.7 54.9 233.3 1.9 35.5 133.1 3.8 1.1 73.2 366.4 5 10.1 7.9 1.5 19.4 6 53.5 0.3 1.7 2 19 4.1 4.3 96.7 1.6 1.9 84.6 8.9 4.5 182.6 40.6 4.5 105.6 23.5 0.1 2.4 27.7 11.8 0.1
18 "Kansas State" 12 35.2 26.8 42.5 63.1 285.4 1.8 29.3 132.8 4.5 1.9 71.8 418.2 5.8 13.9 7.2 1.2 22.3 8.2 75.3 0.8 1 1.8 2007 87 30.8 20.7 34.4 60 259 2.3 38.7 141.6 3.7 1.3 73.1 400.6 5.5 11.5 8.1 2.4 22 6.7 57.8 0.8 1.4 2.2 44 3.8 4.1 93.9 1.8 2.3 78.6 9.3 4.8 215.3 44.5 4.3 85.5 19.7 0.1 2.8 63.8 22.5 0.4
19 "Louisville" 12 35.2 26.3 40.9 64.4 341.9 2.5 34.8 146.1 4.2 1.8 75.8 488 6.4 15.1 8.5 2.2 25.8 7.8 68.2 0.8 1.2 2 2007 92 31.4 19.3 30.8 62.4 251.2 2.1 37.2 165.3 4.4 1.7 68 416.5 6.1 11.3 7.8 2.1 21.2 7.1 64.4 1.4 0.6 2 51 4.4 4.4 100 1.1 1.4 76.5 7.7 4 154.2 38.5 5.6 123.4 22.1 0.1 1.7 11.2 6.7 0.1
20 "Central Michigan" 14 34.8 25.8 39.8 64.8 267 2 37.1 180 4.9 2.6 76.9 447 5.8 12.4 9.6 1.4 23.5 5.9 59.6 0.7 1 1.7 2007 111 36.9 25.2 38.6 65.4 303.5 2.4 39 156.5 4 2.2 77.6 460 5.9 13.9 9.1 1.7 24.7 5.9 49.3 0.9 1.3 2.1 20 4.3 4.6 93.8 0.6 1 64.3 6.2 5 184.6 36.9 5.2 111.5 21.4 0.1 1.1 9.9 9.2 0
21 "South Florida" 13 34.7 19.2 32.8 58.7 229.1 1.5 43.5 185 4.3 2.3 76.2 414.1 5.4 10.8 9.1 1.4 21.3 8.6 72.1 1.3 1.2 2.5 2007 39 23.4 18.8 36.5 51.5 212.1 1.6 36.1 130.5 3.6 0.6 72.5 342.6 4.7 9.2 7.6 1.2 18.1 7.3 60 1.5 1.8 3.2 90 4 4.1 98.1 1.5 2.2 65.5 8.4 5.2 206.2 40 4.2 87.2 21 0.1 3 25.6 8.5 0
22 "Oklahoma State" 13 34.6 17.6 29.7 59.3 243.2 2 45.5 243.2 5.3 2.3 75.2 486.3 6.5 10.2 12.9 0.8 23.8 7.2 66.6 0.9 0.8 1.7 2007 80 29.5 23.8 37.1 64.3 287.2 2.1 37.7 155.8 4.1 1.7 74.8 443 5.9 12.6 8.9 1.2 22.7 6.5 49.4 0.5 0.9 1.5 79 4.5 4.5 98.3 0.8 1.4 55.6 6.8 4 168.2 42.1 4.2 88.1 20.8 0.1 1.9 15.8 8.2 0.1
23 "Houston" 13 34.5 22.4 33.6 66.6 278 1.8 46.1 223.9 4.9 2.5 79.7 501.9 6.3 11.1 12.9 1.6 25.6 7.8 67.7 1.2 1.2 2.3 2007 76 29.2 15.6 30 52.1 225.8 2.2 36.5 139.8 3.8 1.6 66.5 365.6 5.5 9.5 6.8 1.5 17.8 5.8 51.8 0.7 1.1 1.8 37 4.2 4.4 94.7 1 1.7 59.1 7.2 4 161.2 40.3 4.4 91.7 20.9 0.1 2.2 18.9 8.8 0
