"Rank1" "espnNames" "conference" "signed" "espn150" "five" "four" "three" "off" "def" "specTeams" "athletes" "year" "espn300" "Score"
41 "UAB" "Conference USA" 25 0 1 1 1 13 11 1 0 2007 NA 12
41 "UAB" "Conference USA" 26 0 2 2 3 8 13 2 3 2011 NA 27
41 "Delaware State" "NCAA Division I-AA" 4 0 2 2 14 2 2 0 0 2012 NA 60
41 "Texas Southern" "SWAC" 1 0 2 2 2 0 1 0 0 2010 NA 24
41 "Brown" "NCAA Division I-AA" 3 0 2 2 2 1 2 0 0 2011 NA 24
42 "Arkansas State" "Sun Belt" 26 0 2 2 3 16 7 0 3 2011 NA 27
42 "Houston" "Conference USA" 25 1 2 9 5 9 9 0 7 2012 NA 61
42 "Texas" "Big 12" 25 15 2 2 2 10 12 1 2 2010 NA 24
42 "Toledo" "Mid-American" 26 0 1 1 1 14 11 1 0 2006 NA 12
42 "Tulsa" "Conference USA" 25 0 1 1 1 10 15 0 0 2007 NA 12
42 "Tulsa" "Conference USA" 25 0 2 2 2 12 11 0 2 2009 NA 24
42 "Washington State" "Pac-12" 24 0 2 11 10 14 9 0 0 2013 0 84
42 "FIU" "Sun Belt" 24 0 1 1 1 8 16 0 0 2008 NA 12
42 "Central Arkansas" "NCAA Division I-AA" 4 0 2 2 14 0 3 0 1 2012 NA 60
42 "Southern University" "SWAC" 3 0 2 2 2 1 2 0 0 2011 NA 24
43 "Ball State" "Mid-American" 26 0 2 2 17 14 10 0 2 2011 NA 69
43 "Boise State" "Mountain West" 25 0 1 1 1 14 10 1 0 2007 NA 12
43 "Florida State" "ACC" 25 8 2 2 2 7 16 0 2 2010 NA 24
43 "Louisville" "Big East" 24 0 1 1 1 12 11 1 0 2008 NA 12
43 "North Texas" "Sun Belt" 25 0 2 2 21 10 15 0 0 2012 NA 81
43 "Oregon State" "Pac-12" 25 0 2 2 2 13 7 0 5 2009 NA 24
43 "San Diego State" "Mountain West" 24 0 2 3 6 13 9 0 1 2013 0 40
43 "Texas" "Big 12" 25 8 1 1 1 14 10 1 0 2006 NA 12
43 "Samford" "NCAA Division I-AA" 4 0 2 2 14 1 3 0 0 2012 NA 60
43 "Fordham" "NCAA Division I-AA" 3 0 2 2 2 2 1 0 0 2011 NA 24
44 "Colorado State" "Mountain West" 24 0 2 2 20 13 11 0 0 2013 0 78
44 "Houston" "Conference USA" 25 0 2 2 2 11 11 0 3 2009 NA 24
44 "Iowa State" "Big 12" 24 0 1 1 1 9 10 2 3 2008 NA 12
44 "Miami (OH)" "Mid-American" 25 0 2 2 8 12 12 1 0 2012 NA 42
44 "Mississippi State" "SEC" 25 1 2 2 2 11 9 0 5 2010 NA 24
44 "North Carolina" "ACC" 24 7 1 1 1 12 10 1 1 2007 NA 12
44 "North Carolina" "ACC" 25 3 2 4 6 8 13 1 3 2011 NA 44
44 "Texas A&M" "SEC" 25 1 1 1 1 13 12 0 0 2006 NA 12
44 "McNeese State" "NCAA Division I-AA" 3 0 2 2 2 2 1 0 0 2011 NA 24
44 "William & Mary" "NCAA Division I-AA" 4 0 2 2 3 3 1 0 0 2012 NA 27
45 "Alabama" "SEC" 24 3 1 1 1 10 14 0 0 2007 NA 12
45 "Auburn" "SEC" 25 4 1 1 1 12 12 1 0 2006 NA 12
45 "East Carolina" "Conference USA" 24 0 2 2 7 9 13 0 1 2013 0 39
45 "Iowa" "Big Ten" 25 0 2 10 8 12 10 0 3 2011 NA 74
45 "Louisiana-Monroe" "Sun Belt" 25 0 2 2 19 10 15 0 0 2012 NA 75
45 "Louisville" "Big East" 25 0 2 2 2 11 11 0 3 2010 NA 24
45 "Miami (OH)" "Mid-American" 25 0 2 2 2 11 14 0 0 2009 NA 24
45 "UAB" "Conference USA" 24 0 1 1 1 9 12 0 3 2008 NA 12
45 "Idaho State" "NCAA Division I-AA" 2 0 2 2 3 1 1 0 0 2011 NA 27
45 "Norfolk State" "NCAA Division I-AA" 4 0 2 2 2 2 2 0 0 2012 NA 24
46 "Arizona" "Pac-12" 25 0 2 2 2 10 12 0 3 2010 NA 24
46 "Bowling Green" "Mid-American" 24 0 2 3 17 12 9 1 1 2013 0 73
46 "Colorado State" "Mountain West" 25 0 2 2 20 12 10 1 2 2012 NA 78
46 "Michigan State" "Big Ten" 25 0 1 1 1 9 15 1 0 2006 NA 12
46 "Minnesota" "Big Ten" 24 1 1 1 1 14 9 0 1 2007 NA 12
46 "Rice" "Conference USA" 25 0 2 2 2 11 11 1 2 2009 NA 24
46 "TCU" "Big 12" 25 1 2 10 11 11 13 0 1 2011 NA 83
46 "Middle Tennessee" "Sun Belt" 24 0 1 1 1 13 9 1 1 2008 NA 12
46 "Montana State" "NCAA Division I-AA" 3 0 2 2 14 1 1 0 1 2012 NA 60
46 "South Dakota State" "NCAA Division I-AA" 2 0 2 2 2 2 0 0 0 2011 NA 24
47 "Arizona State" "Pac-12" 25 0 1 1 1 9 15 1 0 2006 NA 12
47 "Arkansas" "SEC" 25 1 2 2 2 10 10 2 3 2010 NA 24
47 "Arkansas State" "Sun Belt" 24 0 1 1 1 15 8 0 1 2007 NA 12
47 "Cincinnati" "Big East" 25 0 2 2 7 13 9 0 3 2011 NA 39
47 "Colorado State" "Mountain West" 24 0 1 1 1 9 12 1 2 2008 NA 12
47 "Connecticut" "Big East" 24 0 2 2 7 9 11 0 1 2013 0 39
47 "Kent State" "Mid-American" 25 0 2 2 6 11 11 1 2 2012 NA 36
47 "Tennessee" "SEC" 24 6 2 2 2 9 13 0 2 2009 NA 24
47 "North Carolina Central" "NCAA Division I-AA" 2 0 2 3 2 0 1 0 1 2011 NA 28
47 "Northern Arizona" "NCAA Division I-AA" 3 0 2 2 16 0 2 1 0 2012 NA 66
48 "Arizona" "Pac-12" 25 2 1 1 1 12 13 0 0 2006 NA 12
48 "Eastern Michigan" "Mid-American" 25 0 2 2 22 11 13 0 1 2012 NA 84
48 "Oklahoma" "Big 12" 24 6 2 2 2 10 14 0 0 2009 NA 24
48 "Purdue" "Big Ten" 25 0 2 2 2 8 11 2 4 2010 NA 24
48 "San Diego State" "Mountain West" 25 0 2 2 20 16 7 0 2 2011 NA 78
48 "Toledo" "Mid-American" 24 0 1 1 1 10 14 0 0 2008 NA 12
48 "Troy" "Sun Belt" 24 0 2 3 14 11 11 0 2 2013 0 64
48 "Virginia Tech" "ACC" 24 1 1 1 1 15 9 0 0 2007 NA 12
48 "Citadel" "NCAA Division I-AA" 3 0 2 2 3 1 1 0 1 2012 NA 27
48 "Holy Cross" "NCAA Division I-AA" 2 0 2 2 2 1 1 0 0 2011 NA 24
49 "Florida" "SEC" 23 11 1 1 1 9 12 1 1 2008 NA 12
49 "LSU" "SEC" 24 5 2 15 9 9 12 0 2 2012 NA 97
49 "Missouri" "SEC" 25 0 1 1 1 10 15 0 0 2006 NA 12
49 "UCLA" "Pac-12" 24 4 2 2 2 12 10 0 2 2009 NA 24
49 "Utah" "Pac-12" 25 0 2 2 2 11 14 0 0 2010 NA 24
49 "Utah State" "WAC" 24 0 2 2 3 13 9 1 0 2013 0 27
49 "Virginia" "ACC" 24 0 1 1 1 15 8 1 0 2007 NA 12
49 "Wyoming" "Mountain West" 25 0 2 2 14 11 10 1 3 2011 NA 60
49 "Gardner-Webb" "NCAA Division I-AA" 3 0 2 2 3 2 1 0 0 2012 NA 27
49 "Sacramento State" "NCAA Division I-AA" 2 0 2 2 2 2 0 0 0 2011 NA 24
5 "Alabama" "SEC" 30 9 2 2 2 14 15 0 0 2009 NA 24
5 "Arkansas" "SEC" 33 3 2 16 4 17 13 0 3 2011 NA 86
5 "Florida State" "ACC" 31 5 1 1 1 17 12 0 2 2008 NA 12
5 "Kansas State" "Big 12" 32 0 1 1 1 17 14 1 0 2007 NA 12
5 "Kentucky" "SEC" 33 1 1 1 1 18 14 1 0 2006 NA 12
5 "Memphis" "Conference USA" 30 0 2 2 22 14 10 2 2 2013 0 84
5 "Miami (FL)" "ACC" 33 6 2 15 25 12 18 0 3 2012 NA 145
5 "Nevada" "Mountain West" 30 0 2 2 2 13 17 0 0 2010 NA 24
5 "Grambling State" "SWAC" 21 0 1 1 1 14 6 0 1 2008 NA 12
5 "Montana" "NCAA Division I-AA" 1 0 1 1 1 1 0 0 0 2006 NA 12
5 "Georgia Southern" "NCAA Division I-AA" 23 0 2 2 3 8 11 1 1 2013 0 27
5 "Georgia Southern" "NCAA Division I-AA" 24 0 2 2 2 14 10 0 0 2010 NA 24
5 "Harvard" "NCAA Division I-AA" 1 0 1 1 1 1 0 0 0 2007 NA 12
5 "James Madison" "NCAA Division I-AA" 18 0 2 2 2 0 0 0 0 2009 NA 24
5 "Massachusetts" "Mid-American" 25 0 2 2 3 17 6 1 1 2011 NA 27
5 "Northern Iowa" "NCAA Division I-AA" 22 0 2 2 14 10 9 1 2 2012 NA 60
50 "Arkansas" "SEC" 24 0 2 10 11 10 12 0 2 2012 NA 83
50 "Louisiana Tech" "WAC" 25 0 2 2 3 11 12 0 2 2011 NA 27
50 "Northern Illinois" "Mid-American" 24 0 2 2 14 12 9 1 1 2013 0 60
50 "Notre Dame" "IA Independents" 23 10 1 1 1 11 11 0 1 2008 NA 12
50 "Pittsburgh" "Big East" 24 1 1 1 1 13 11 0 0 2007 NA 12
50 "Rutgers" "Big East" 24 3 2 2 2 8 12 0 4 2009 NA 24
50 "Rutgers" "Big East" 25 0 2 2 2 12 10 0 3 2010 NA 24
50 "South Carolina" "SEC" 25 1 1 1 1 14 11 0 0 2006 NA 12
50 "Eastern Illinois" "NCAA Division I-AA" 2 0 2 2 2 1 0 1 0 2011 NA 24
50 "Western Illinois" "NCAA Division I-AA" 3 0 2 2 14 1 2 0 0 2012 NA 60
51 "Arizona State" "Pac-12" 24 2 2 2 2 13 7 0 4 2009 NA 24
51 "Clemson" "ACC" 23 6 3 7 20 5 10 0 7 2013 10 103
51 "Colorado State" "Mountain West" 24 0 1 1 1 8 15 0 1 2007 NA 12
51 "East Carolina" "Conference USA" 25 0 1 1 1 15 10 0 0 2006 NA 12
51 "Notre Dame" "IA Independents" 24 7 2 16 8 9 11 1 3 2011 NA 98
51 "TCU" "Big 12" 24 1 2 11 10 11 10 2 1 2012 NA 84
51 "UCLA" "Pac-12" 23 4 1 1 1 13 9 1 0 2008 NA 12
51 "Vanderbilt" "SEC" 25 0 2 2 2 9 13 1 2 2010 NA 24
51 "North Dakota" "NCAA Division I-AA" 2 0 2 2 2 0 2 0 0 2011 NA 24
51 "Southern Utah" "NCAA Division I-AA" 3 0 2 2 3 2 0 0 0 2012 NA 27
52 "Auburn" "SEC" 23 4 3 17 21 9 10 1 2 2013 7 146
52 "Baylor" "Big 12" 24 0 2 10 9 6 13 0 5 2012 NA 77
52 "Colorado" "Pac-12" 25 0 2 2 2 15 7 1 2 2010 NA 24
52 "LSU" "SEC" 24 6 4 13 9 11 8 1 4 2011 NA 99
52 "Nebraska" "Big Ten" 25 1 1 1 1 12 13 0 0 2006 NA 12
52 "Oklahoma State" "Big 12" 24 2 1 1 1 13 11 0 0 2007 NA 12
52 "South Florida" "Big East" 23 0 1 1 1 10 9 2 2 2008 NA 12
52 "UAB" "Conference USA" 24 0 2 2 2 10 14 0 0 2009 NA 24
52 "Portland State" "NCAA Division I-AA" 2 0 2 2 2 0 2 0 0 2011 NA 24
52 "North Dakota" "NCAA Division I-AA" 3 0 2 2 3 2 1 0 0 2012 NA 27
53 "Arizona State" "Pac-12" 24 0 1 1 1 11 13 0 0 2007 NA 12
53 "Indiana" "Big Ten" 25 0 2 2 2 10 13 0 2 2010 NA 24
53 "Kansas" "Big 12" 25 0 1 1 1 13 12 0 0 2006 NA 12
53 "Louisville" "Big East" 24 0 2 9 12 12 11 1 0 2012 NA 82
53 "South Carolina" "SEC" 23 1 1 1 1 7 13 1 2 2008 NA 12
53 "UAB" "Conference USA" 23 0 2 3 14 10 12 0 1 2013 0 64
53 "Utah" "Pac-12" 24 0 2 2 2 11 13 0 0 2009 NA 24
53 "Washington" "Pac-12" 24 2 2 9 9 10 10 0 4 2011 NA 73
53 "Stony Brook" "NCAA Division I-AA" 3 0 2 2 2 2 1 0 0 2012 NA 24
53 "Colgate" "NCAA Division I-AA" 2 0 2 2 2 1 1 0 0 2011 NA 24
54 "Central Michigan" "Mid-American" 25 0 1 1 1 12 12 1 0 2006 NA 12
54 "Connecticut" "Big East" 23 0 1 1 1 11 11 0 1 2008 NA 12
54 "Memphis" "Conference USA" 24 0 2 2 2 15 8 1 0 2009 NA 24
54 "Oklahoma State" "Big 12" 23 0 2 15 8 9 11 1 2 2013 3 94
54 "Rutgers" "Big East" 24 1 2 10 9 9 10 1 4 2011 NA 77
54 "Syracuse" "Big East" 24 0 2 3 9 10 11 1 2 2012 NA 49
54 "Washington State" "Pac-12" 25 0 2 2 2 15 9 0 1 2010 NA 24
54 "Wyoming" "Mountain West" 24 0 1 1 1 15 9 0 0 2007 NA 12
54 "Chattanooga" "NCAA Division I-AA" 2 0 2 2 2 1 1 0 0 2011 NA 24
54 "Florida A&M" "NCAA Division I-AA" 3 0 2 2 2 3 0 0 0 2012 NA 24
55 "Arkansas" "SEC" 23 3 2 12 10 10 10 1 2 2013 3 88
55 "Houston" "Conference USA" 23 0 1 1 1 8 13 1 1 2008 NA 12
55 "Iowa State" "Big 12" 24 0 1 1 1 13 11 0 0 2007 NA 12
55 "Iowa State" "Big 12" 24 0 2 2 20 13 9 0 2 2011 NA 78
55 "Oregon State" "Pac-12" 24 1 2 3 11 13 8 1 2 2012 NA 55
55 "UNLV" "Mountain West" 25 0 2 2 2 12 11 1 1 2010 NA 24
55 "Vanderbilt" "SEC" 25 1 1 1 1 17 7 1 0 2006 NA 12
55 "Western Michigan" "Mid-American" 24 0 2 2 2 16 8 0 0 2009 NA 24
55 "Morgan State" "NCAA Division I-AA" 2 0 2 2 2 2 0 0 0 2011 NA 24
55 "Sacramento State" "NCAA Division I-AA" 3 0 2 2 2 1 1 0 1 2012 NA 24
56 "Akron" "Mid-American" 24 0 2 2 2 12 10 1 1 2009 NA 24
56 "Arizona" "Pac-12" 24 0 2 2 15 11 10 0 3 2012 NA 63
56 "Colorado" "Pac-12" 24 0 2 2 4 13 9 1 1 2011 NA 30
56 "Fresno State" "Mountain West" 23 0 1 1 1 13 8 0 2 2008 NA 12
56 "Houston" "Conference USA" 25 0 1 1 1 12 13 0 0 2006 NA 12
56 "Texas Tech" "Big 12" 23 0 2 11 9 11 9 0 3 2013 0 81
56 "Tulane" "Conference USA" 25 0 2 2 2 10 12 2 1 2010 NA 24
56 "Utah State" "WAC" 24 0 1 1 1 10 13 1 0 2007 NA 12
56 "Maine" "NCAA Division I-AA" 2 0 2 2 2 1 1 0 0 2011 NA 24
56 "Idaho State" "NCAA Division I-AA" 3 0 2 2 2 2 0 0 1 2012 NA 24
57 "Colorado State" "Mountain West" 25 0 1 1 1 14 11 0 0 2006 NA 12
57 "Eastern Michigan" "Mid-American" 24 0 1 1 1 14 10 0 0 2007 NA 12
57 "Florida Atlantic" "Sun Belt" 24 0 2 2 3 13 10 1 0 2011 NA 27
57 "Louisiana-Lafayette" "Sun Belt" 23 0 1 1 1 8 11 1 3 2008 NA 12
57 "Louisiana-Lafayette" "Sun Belt" 25 0 2 2 2 10 14 0 1 2010 NA 24
57 "San Diego State" "Mountain West" 24 0 2 2 7 16 5 1 1 2012 NA 39
57 "Wyoming" "Mountain West" 24 0 2 2 2 11 13 0 0 2009 NA 24
57 "Elon" "NCAA Division I-AA" 2 0 2 2 3 2 0 0 0 2012 NA 27
57 "Texas State" "WAC" 23 0 2 9 17 11 10 0 2 2013 1 97
57 "Howard" "NCAA Division I-AA" 1 0 2 2 3 1 0 0 0 2011 NA 27
58 "Ball State" "Mid-American" 24 0 1 1 1 9 13 1 1 2007 NA 12
58 "Indiana" "Big Ten" 23 1 2 13 5 8 12 0 3 2013 3 77
58 "North Texas" "Sun Belt" 24 0 2 2 14 11 12 0 1 2011 NA 60
58 "Northern Illinois" "Mid-American" 24 0 2 2 2 8 13 2 1 2009 NA 24
58 "Penn State" "Big Ten" 24 6 1 1 1 12 12 0 0 2006 NA 12
58 "Rice" "Conference USA" 24 0 2 2 5 13 9 1 1 2012 NA 33
58 "Texas A&M" "SEC" 24 3 2 2 2 14 9 0 1 2010 NA 24
58 "Wyoming" "Mountain West" 23 0 1 1 1 13 9 1 0 2008 NA 12
58 "Sam Houston State" "NCAA Division I-AA" 2 0 2 2 3 1 1 0 0 2012 NA 27
58 "Citadel" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
59 "Ball State" "Mid-American" 24 0 2 2 10 10 12 0 2 2012 NA 48
59 "California" "Pac-12" 22 0 1 1 1 8 12 0 2 2008 NA 12
59 "Connecticut" "Big East" 24 0 1 1 1 12 11 1 0 2006 NA 12
59 "Michigan State" "Big Ten" 23 2 2 2 2 12 10 1 0 2009 NA 24
59 "Ohio" "Mid-American" 24 0 2 2 14 10 12 0 2 2011 NA 60
59 "Rice" "Conference USA" 24 0 1 1 1 12 11 0 1 2007 NA 12
59 "South Carolina" "SEC" 24 3 2 2 2 11 9 1 3 2010 NA 24
59 "Utah" "Pac-12" 23 0 2 3 15 9 9 0 2 2013 0 67
59 "Southeastern Louisiana" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
59 "Northern Colorado" "NCAA Division I-AA" 2 0 2 2 3 1 1 0 0 2012 NA 27
6 "Central Michigan" "Mid-American" 30 0 2 2 2 14 14 0 2 2009 NA 24
6 "Colorado State" "Mountain West" 30 0 2 2 2 16 13 0 1 2010 NA 24
6 "Florida Atlantic" "Sun Belt" 33 0 2 2 22 17 14 0 2 2012 NA 84
6 "Marshall" "Conference USA" 29 0 2 12 4 14 13 0 2 2013 0 70
6 "Oregon State" "Pac-12" 33 0 1 1 1 18 14 1 0 2006 NA 12
6 "Tennessee" "SEC" 31 7 1 1 1 14 17 0 0 2007 NA 12
6 "UCF" "Conference USA" 33 0 2 2 11 9 23 0 1 2011 NA 51
6 "Virginia Tech" "ACC" 31 1 1 1 1 10 14 0 7 2008 NA 12
6 "Appalachian State" "NCAA Division I-AA" 15 0 2 2 2 0 0 0 0 2009 NA 24
6 "Chattanooga" "NCAA Division I-AA" 1 0 1 1 1 0 1 0 0 2007 NA 12
6 "Eastern Illinois" "NCAA Division I-AA" 21 0 1 1 1 13 8 0 0 2008 NA 12
6 "South Carolina State" "NCAA Division I-AA" 21 0 2 2 18 10 10 0 1 2012 NA 72
6 "South Carolina State" "NCAA Division I-AA" 22 0 2 2 2 9 10 0 3 2010 NA 24
6 "South Carolina State" "NCAA Division I-AA" 23 0 2 2 14 13 8 0 2 2011 NA 60
6 "North Dakota State" "NCAA Division I-AA" 21 0 2 2 2 8 12 0 1 2013 0 24
60 "Akron" "Mid-American" 24 0 2 2 3 12 11 1 0 2011 NA 27
60 "Hawaii" "Mountain West" 24 0 1 1 1 13 11 0 0 2007 NA 12
60 "Kansas State" "Big 12" 23 0 2 3 10 8 11 1 2 2013 0 52
60 "Nevada" "Mountain West" 24 0 2 2 7 11 11 0 2 2012 NA 39
60 "Oregon" "Pac-12" 24 0 1 1 1 13 11 0 0 2006 NA 12
60 "Pittsburgh" "Big East" 24 0 2 2 2 13 6 0 5 2010 NA 24
60 "Rutgers" "Big East" 22 0 1 1 1 9 11 0 2 2008 NA 12
60 "FIU" "Sun Belt" 23 0 2 2 2 10 11 1 1 2009 NA 24
60 "Prairie View A&M" "SWAC" 1 0 2 2 2 0 1 0 0 2011 NA 24
60 "Indiana State" "NCAA Division I-AA" 2 0 2 2 2 1 1 0 0 2012 NA 24
61 "Baylor" "Big 12" 22 1 1 1 1 12 7 1 2 2008 NA 12
61 "Georgia" "SEC" 23 6 1 1 1 13 9 1 0 2007 NA 12
61 "Hawaii" "Mountain West" 24 0 2 2 18 11 11 0 2 2012 NA 72
61 "Ohio State" "Big Ten" 23 7 2 6 22 11 11 0 1 2011 NA 100
61 "South Florida" "Big East" 23 0 2 9 11 7 14 1 0 2013 1 79
61 "UCF" "Conference USA" 23 0 2 2 2 8 13 0 2 2009 NA 24
61 "Virginia" "ACC" 24 0 1 1 1 12 12 0 0 2006 NA 12
61 "Wisconsin" "Big Ten" 24 0 2 2 2 9 12 0 3 2010 NA 24
61 "Morgan State" "NCAA Division I-AA" 2 0 2 2 2 0 2 0 0 2012 NA 24
61 "Rhode Island" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
62 "Cincinnati" "Big East" 24 0 2 2 2 9 11 2 2 2010 NA 24
62 "Colorado" "Pac-12" 23 0 2 3 12 12 9 0 1 2013 0 58
62 "New Mexico" "Mountain West" 24 0 2 2 22 12 11 0 1 2012 NA 84
62 "Oregon" "Pac-12" 23 5 2 16 22 10 9 0 4 2011 NA 140
62 "San Diego State" "Mountain West" 22 0 1 1 1 13 7 1 1 2008 NA 12
62 "Southern Miss" "Conference USA" 24 0 1 1 1 13 11 0 0 2006 NA 12
62 "TCU" "Big 12" 23 0 1 1 1 8 13 1 1 2007 NA 12
62 "Middle Tennessee" "Sun Belt" 23 0 2 2 2 7 12 0 4 2009 NA 24
62 "Sam Houston State" "NCAA Division I-AA" 1 0 2 2 2 0 0 0 1 2011 NA 24
62 "Holy Cross" "NCAA Division I-AA" 2 0 2 2 2 2 0 0 0 2012 NA 24
63 "Bowling Green" "Mid-American" 24 0 2 2 2 13 10 0 1 2010 NA 24
63 "Clemson" "ACC" 23 3 1 1 1 9 14 0 0 2007 NA 12
63 "Colorado State" "Mountain West" 23 0 2 2 2 11 11 1 0 2009 NA 24
63 "Florida" "SEC" 23 9 2 17 21 9 13 1 0 2012 NA 141
63 "Louisiana-Lafayette" "Sun Belt" 23 0 2 2 19 9 9 2 2 2013 0 75
63 "Louisville" "Big East" 23 3 2 12 8 11 10 1 1 2011 NA 82
63 "New Mexico" "Mountain West" 22 0 1 1 1 12 8 0 2 2008 NA 12
63 "Wyoming" "Mountain West" 24 0 1 1 1 15 7 2 0 2006 NA 12
63 "Towson" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
63 "Georgetown" "NCAA Division I-AA" 2 0 2 2 2 2 0 0 0 2012 NA 24
64 "Eastern Michigan" "Mid-American" 23 0 2 2 2 8 14 0 1 2009 NA 24
64 "Miami (OH)" "Mid-American" 23 0 1 1 1 10 13 0 0 2007 NA 12
64 "North Carolina" "ACC" 23 0 2 3 15 10 10 0 3 2012 NA 67
64 "Purdue" "Big Ten" 23 0 2 10 10 8 12 0 2 2013 2 80
64 "Texas A&M" "SEC" 23 0 2 3 10 8 12 2 1 2011 NA 52
64 "UNLV" "Mountain West" 22 0 1 1 1 11 8 0 3 2008 NA 12
64 "Utah State" "WAC" 24 0 1 1 1 10 14 0 0 2006 NA 12
64 "Wyoming" "Mountain West" 24 0 2 2 2 13 10 0 1 2010 NA 24
64 "Cal Poly" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
64 "UC Davis" "NCAA Division I-AA" 2 0 2 2 2 2 0 0 0 2012 NA 24
65 "Arizona" "Pac-12" 23 0 2 9 22 11 9 2 1 2011 NA 112
65 "Buffalo" "Mid-American" 23 0 2 2 2 12 11 0 0 2009 NA 24
65 "Central Michigan" "Mid-American" 22 0 1 1 1 12 10 0 0 2008 NA 12
65 "Clemson" "ACC" 23 2 2 2 2 8 11 0 4 2010 NA 24
65 "North Carolina State" "ACC" 23 0 1 1 1 13 9 1 0 2007 NA 12
65 "Oklahoma State" "Big 12" 23 1 2 9 9 13 9 0 1 2012 NA 73
65 "Tennessee" "SEC" 23 1 1 1 1 10 11 2 0 2006 NA 12
65 "Toledo" "Mid-American" 23 0 2 3 21 11 10 0 2 2013 0 85
65 "Western Carolina" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
65 "Lafayette" "NCAA Division I-AA" 2 0 2 2 2 2 0 0 0 2012 NA 24
66 "Ball State" "Mid-American" 23 0 1 1 1 9 14 0 0 2006 NA 12
66 "Boston College" "ACC" 23 0 2 3 8 9 11 1 2 2011 NA 46
66 "Eastern Michigan" "Mid-American" 22 0 1 1 1 11 9 0 2 2008 NA 12
66 "Iowa" "Big Ten" 23 0 2 3 12 10 9 1 3 2012 NA 58
66 "Kansas" "Big 12" 23 0 1 1 1 13 9 1 0 2007 NA 12
66 "Kent State" "Mid-American" 23 0 2 2 2 10 11 1 1 2009 NA 24
66 "Oregon" "Pac-12" 23 4 2 2 2 8 10 1 4 2010 NA 24
66 "Temple" "Big East" 23 0 2 2 4 8 10 2 3 2013 0 30
66 "Virginia Military" "NCAA Division I-AA" 1 0 2 2 2 0 1 0 0 2011 NA 24
66 "Furman" "NCAA Division I-AA" 2 0 2 2 2 2 0 0 0 2012 NA 24
67 "Florida Atlantic" "Sun Belt" 23 0 1 1 1 12 11 0 0 2006 NA 12
67 "Michigan" "Big Ten" 22 7 2 2 2 9 7 1 5 2009 NA 24
67 "North Carolina State" "ACC" 23 0 2 2 23 10 13 0 0 2012 NA 87
67 "Notre Dame" "IA Independents" 23 2 2 2 2 12 9 0 2 2010 NA 24
67 "Ohio" "Mid-American" 23 0 1 1 1 15 7 1 0 2007 NA 12
67 "Oklahoma" "Big 12" 21 8 1 1 1 11 9 1 0 2008 NA 12
67 "Southern Methodist" "Conference USA" 23 0 2 2 22 7 14 0 1 2013 0 84
67 "Virginia Tech" "ACC" 23 1 2 9 6 9 12 1 1 2011 NA 64
67 "Norfolk State" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
67 "Tennessee Tech" "NCAA Division I-AA" 2 0 2 2 2 0 2 0 0 2012 NA 24
68 "Arizona State" "Pac-12" 23 0 2 9 5 10 11 0 1 2012 NA 61
68 "Colorado" "Pac-12" 21 3 1 1 1 10 9 1 1 2008 NA 12
68 "Florida International" "Sun Belt" 23 0 1 1 1 13 9 1 0 2006 NA 12
68 "Missouri" "SEC" 23 0 2 2 2 11 10 0 2 2010 NA 24
68 "New Mexico" "Mountain West" 23 0 1 1 1 14 9 0 0 2007 NA 12
68 "North Texas" "Sun Belt" 23 0 2 2 3 13 10 0 0 2013 0 27
68 "Stanford" "Pac-12" 22 2 2 2 2 14 8 0 0 2009 NA 24
68 "West Virginia" "Big 12" 23 0 2 2 11 12 9 0 2 2011 NA 51
68 "Hampton" "NCAA Division I-AA" 1 0 2 2 2 0 1 0 0 2011 NA 24
68 "Lamar" "NCAA Division I-AA" 2 0 2 2 2 1 1 0 0 2012 NA 24
69 "Georgia Tech" "ACC" 23 1 2 3 7 7 8 0 8 2011 NA 43
69 "Marshall" "Conference USA" 21 0 1 1 1 11 9 1 0 2008 NA 12
69 "Memphis" "Conference USA" 22 0 1 1 1 13 8 1 0 2007 NA 12
69 "North Carolina State" "ACC" 23 1 2 2 2 8 12 1 2 2010 NA 24
69 "TCU" "Big 12" 22 0 2 2 2 10 10 0 2 2009 NA 24
69 "Tulsa" "Conference USA" 23 0 1 1 1 15 8 0 0 2006 NA 12
69 "Middle Tennessee" "Sun Belt" 23 0 2 2 20 11 9 0 2 2012 NA 78
69 "Massachusetts" "Mid-American" 23 0 2 2 17 16 6 0 0 2013 0 69
69 "Lamar" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2011 NA 24
69 "Lehigh" "NCAA Division I-AA" 2 0 2 2 2 1 1 0 0 2012 NA 24
7 "Auburn" "SEC" 30 5 1 1 1 14 14 1 1 2007 NA 12
7 "Cincinnati" "Big East" 31 0 2 2 26 14 16 0 1 2012 NA 96
7 "Colorado State" "Mountain West" 33 0 2 2 20 17 13 1 2 2011 NA 78
7 "Hawaii" "Mountain West" 30 0 2 2 2 13 14 1 2 2009 NA 24
