"Rank1" "espnNames" "conference" "signed" "espn150" "five" "four" "three" "off" "def" "specTeams" "athletes" "year" "espn300" "Score"
2 "Texas Tech" "Big 12" 35 0 1 1 1 16 19 0 0 2006 NA 12
2 "Troy" "Sun Belt" 38 0 2 2 5 12 21 2 3 2012 NA 33
2 "Montana" "NCAA Division I-AA" 25 0 2 2 17 12 11 1 1 2012 NA 69
2 "Montana" "NCAA Division I-AA" 31 0 1 1 1 16 13 2 0 2008 NA 12
2 "Princeton" "NCAA Division I-AA" 1 0 1 1 1 0 1 0 0 2006 NA 12
2 "Hampton" "NCAA Division I-AA" 2 0 1 1 1 1 0 0 1 2007 NA 12
2 "Stephen F. Austin" "NCAA Division I-AA" 24 0 2 2 2 0 0 0 0 2009 NA 24
2 "Stephen F. Austin" "NCAA Division I-AA" 27 0 2 2 17 11 13 1 2 2011 NA 69
2 "Western Kentucky" "Sun Belt" 33 0 2 3 19 15 17 1 0 2013 0 79
2 "Northwestern State" "NCAA Division I-AA" 31 0 2 2 2 13 12 0 6 2010 NA 24
2 "Southern University" "SWAC" 27 0 2 3 2 7 14 0 5 2013 1 28
20 "Akron" "Mid-American" 28 0 1 1 1 13 14 1 0 2006 NA 12
20 "California" "Pac-12" 27 0 1 1 1 14 12 1 0 2007 NA 12
20 "Houston" "Conference USA" 26 0 2 2 23 10 11 1 2 2013 0 87
20 "Louisiana-Monroe" "Sun Belt" 27 0 2 2 2 15 10 0 2 2009 NA 24
20 "Oklahoma State" "Big 12" 27 1 2 2 2 8 16 0 3 2010 NA 24
20 "Temple" "Big East" 27 0 1 1 1 11 12 0 4 2008 NA 12
20 "West Virginia" "Big 12" 28 1 2 3 24 11 12 1 4 2012 NA 94
20 "New Hampshire" "NCAA Division I-AA" 14 0 1 1 1 10 4 0 0 2008 NA 12
20 "New Hampshire" "NCAA Division I-AA" 15 0 2 2 2 4 10 0 1 2011 NA 24
20 "New Hampshire" "NCAA Division I-AA" 17 0 2 2 2 8 7 0 2 2010 NA 24
20 "Northeastern" "CAA" 0 0 2 2 2 0 0 0 0 2009 NA 24
20 "Richmond" "NCAA Division I-AA" 10 0 2 2 17 5 3 0 2 2012 NA 69
20 "Ole Miss" "SEC" 28 1 2 11 9 14 12 0 2 2011 NA 81
20 "Bryant University" "NCAA Division I-AA" 4 0 2 2 2 0 4 0 0 2013 0 24
21 "Florida" "SEC" 27 14 1 1 1 13 14 0 0 2006 NA 12
21 "Illinois" "Big Ten" 26 0 2 10 12 10 13 0 3 2013 1 86
21 "Kentucky" "SEC" 28 0 2 3 24 9 14 1 4 2012 NA 94
21 "Marshall" "Conference USA" 27 0 2 2 2 10 11 1 5 2010 NA 24
21 "Maryland" "ACC" 27 1 1 1 1 18 8 1 0 2007 NA 12
21 "Ohio State" "Big Ten" 26 7 2 2 2 14 10 0 2 2009 NA 24
21 "Oklahoma State" "Big 12" 28 1 2 10 10 7 16 1 4 2011 NA 80
21 "Tulsa" "Conference USA" 27 0 1 1 1 13 13 1 0 2008 NA 12
21 "James Madison" "NCAA Division I-AA" 14 0 2 2 3 7 6 0 1 2011 NA 27
21 "Massachusetts" "Mid-American" 17 0 2 2 2 10 6 0 1 2010 NA 24
21 "Richmond" "NCAA Division I-AA" 12 0 1 1 1 7 5 0 0 2008 NA 12
21 "Stony Brook" "NCAA Division I-AA" 0 0 2 2 2 0 1 0 0 2009 NA 24
21 "Murray State" "NCAA Division I-AA" 2 0 2 2 2 1 1 0 0 2013 0 24
21 "Cornell" "NCAA Division I-AA" 9 0 2 2 3 8 1 0 0 2012 NA 27
22 "Alabama" "SEC" 25 14 3 21 17 11 9 0 3 2013 18 150
22 "Kansas" "Big 12" 28 0 2 9 13 13 13 1 1 2011 NA 85
22 "Kentucky" "SEC" 27 0 2 2 2 8 16 1 2 2010 NA 24
22 "LSU" "SEC" 26 4 1 1 1 14 11 0 1 2008 NA 12
22 "Missouri" "SEC" 27 1 1 1 1 11 15 1 0 2007 NA 12
22 "Oklahoma" "Big 12" 27 6 1 1 1 15 12 0 0 2006 NA 12
22 "Penn State" "Big Ten" 26 1 2 2 2 11 10 1 4 2009 NA 24
22 "Washington State" "Pac-12" 28 0 2 3 11 14 11 1 2 2012 NA 55
22 "Grambling State" "SWAC" 2 0 2 2 2 0 2 0 0 2013 0 24
22 "James Madison" "NCAA Division I-AA" 12 0 1 1 1 7 5 0 0 2008 NA 12
22 "Portland State" "NCAA Division I-AA" 9 0 2 2 3 6 2 0 1 2012 NA 27
22 "Richmond" "NCAA Division I-AA" 14 0 2 2 3 6 6 0 2 2011 NA 27
22 "Eastern Washington" "NCAA Division I-AA" 16 0 2 2 2 13 2 0 1 2010 NA 24
23 "Arkansas" "SEC" 26 3 1 1 1 15 7 0 4 2008 NA 12
23 "Arkansas" "SEC" 27 0 1 1 1 14 11 1 1 2007 NA 12
23 "California" "Pac-12" 25 0 2 14 10 10 11 1 2 2013 1 96
23 "Louisiana-Lafayette" "Sun Belt" 28 0 2 2 5 10 16 0 2 2012 NA 33
23 "LSU" "SEC" 27 6 1 1 1 14 13 0 0 2006 NA 12
23 "Oklahoma State" "Big 12" 26 1 2 2 2 10 14 0 2 2009 NA 24
23 "Southern Methodist" "Conference USA" 28 0 2 2 5 11 14 0 3 2011 NA 33
23 "Southern Miss" "Conference USA" 27 0 2 2 2 17 8 1 1 2010 NA 24
23 "Appalachian State" "NCAA Division I-AA" 15 0 2 2 2 10 5 0 0 2010 NA 24
23 "Delaware" "NCAA Division I-AA" 5 0 1 1 1 4 1 0 0 2008 NA 12
23 "Towson" "NCAA Division I-AA" 8 0 2 2 3 5 2 0 1 2012 NA 27
23 "Northwestern State" "NCAA Division I-AA" 13 0 2 2 14 7 3 1 2 2011 NA 60
23 "Tennessee State" "NCAA Division I-AA" 1 0 2 2 3 1 0 0 0 2013 0 27
24 "Alabama" "SEC" 27 2 1 1 1 14 13 0 0 2006 NA 12
24 "Brigham Young" "IA Independents" 27 0 2 2 2 11 13 0 3 2010 NA 24
24 "Maryland" "ACC" 26 1 2 2 2 10 14 1 1 2009 NA 24
24 "Oklahoma" "Big 12" 27 5 2 15 6 17 7 0 3 2012 NA 88
24 "Oregon State" "Pac-12" 25 0 2 11 13 7 15 0 3 2013 1 93
24 "Tennessee" "SEC" 27 6 2 16 6 12 11 0 4 2011 NA 92
24 "Washington" "Pac-12" 26 1 1 1 1 17 8 0 1 2008 NA 12
24 "Washington" "Pac-12" 27 0 1 1 1 13 12 2 0 2007 NA 12
24 "Grambling State" "SWAC" 12 0 2 2 2 6 6 0 0 2011 NA 24
24 "Grambling State" "SWAC" 7 0 2 2 3 6 1 0 0 2012 NA 27
24 "Montana State" "NCAA Division I-AA" 1 0 1 1 1 0 0 0 0 2008 NA 12
24 "Villanova" "NCAA Division I-AA" 15 0 2 2 2 8 6 0 1 2010 NA 24
24 "Bethune-Cookman" "NCAA Division I-AA" 1 0 2 2 3 0 1 0 0 2013 0 27
25 "Houston" "Conference USA" 27 0 1 1 1 14 12 0 1 2007 NA 12
25 "Kansas" "Big 12" 25 0 2 3 15 9 14 1 0 2013 0 67
25 "Kentucky" "SEC" 27 0 2 3 10 14 10 0 3 2011 NA 52
25 "Marshall" "Conference USA" 26 0 2 2 2 11 12 0 3 2009 NA 24
25 "Minnesota" "Big Ten" 27 0 2 2 2 11 14 0 2 2010 NA 24
25 "Pittsburgh" "Big East" 27 2 1 1 1 9 17 1 0 2006 NA 12
25 "Purdue" "Big Ten" 26 0 1 1 1 11 14 1 0 2008 NA 12
25 "UCLA" "Pac-12" 27 4 2 13 12 13 10 1 3 2012 NA 98
25 "Jacksonville State" "NCAA Division I-AA" 1 0 2 2 3 0 1 0 0 2013 0 27
25 "McNeese State" "NCAA Division I-AA" 15 0 2 2 2 7 6 1 1 2010 NA 24
25 "Columbia" "NCAA Division I-AA" 7 0 2 2 18 3 4 0 0 2012 NA 72
25 "Winston-Salem" "NCAA Football" 1 0 1 1 1 0 1 0 0 2008 NA 12
25 "Texas State" "WAC" 11 0 2 2 17 6 4 1 0 2011 NA 69
26 "Houston" "Conference USA" 27 0 2 2 2 12 12 1 2 2010 NA 24
26 "Iowa" "Big Ten" 26 0 1 1 1 14 11 1 0 2008 NA 12
26 "Kent State" "Mid-American" 27 0 1 1 1 11 16 0 0 2007 NA 12
26 "Louisville" "Big East" 26 0 2 2 2 9 16 0 1 2009 NA 24
26 "Minnesota" "Big Ten" 27 0 2 3 22 14 12 1 0 2011 NA 88
26 "Southern Miss" "Conference USA" 27 1 2 3 8 12 13 0 2 2012 NA 46
26 "Utah" "Pac-12" 27 0 1 1 1 14 13 0 0 2006 NA 12
26 "Wake Forest" "ACC" 25 0 2 3 13 9 14 1 0 2013 0 61
26 "Appalachian State" "NCAA Division I-AA" 10 0 2 2 2 4 5 0 1 2011 NA 24
26 "Prairie View A&M" "SWAC" 1 0 1 1 1 1 0 0 0 2008 NA 12
26 "Stony Brook" "NCAA Division I-AA" 1 0 2 2 3 0 1 0 0 2013 0 27
26 "Texas State" "WAC" 14 0 2 2 2 9 5 0 0 2010 NA 24
26 "Pennsylvania" "NCAA Division I-AA" 7 0 2 2 17 4 3 0 0 2012 NA 69
27 "Akron" "Mid-American" 26 1 1 1 1 12 13 0 1 2008 NA 12
27 "Arkansas State" "Sun Belt" 27 0 2 2 2 10 12 2 3 2010 NA 24
27 "Cincinnati" "Big East" 26 0 2 2 2 10 11 1 4 2009 NA 24
27 "East Carolina" "Conference USA" 26 0 1 1 1 16 10 0 0 2007 NA 12
27 "Iowa State" "Big 12" 25 0 2 3 28 12 9 0 2 2013 0 106
27 "Minnesota" "Big Ten" 27 1 2 10 6 12 13 0 2 2012 NA 68
27 "Mississippi State" "SEC" 27 2 1 1 1 15 12 0 0 2006 NA 12
27 "Syracuse" "Big East" 27 0 2 2 7 14 9 1 3 2011 NA 39
27 "Liberty" "NCAA Division I-AA" 10 0 2 2 3 5 4 0 1 2011 NA 27
27 "Arkansas-Pine Bluff" "SWAC" 1 0 1 1 1 0 0 0 1 2008 NA 12
27 "Elon" "NCAA Division I-AA" 14 0 2 2 2 5 9 0 0 2010 NA 24
27 "Youngstown State" "NCAA Division I-AA" 1 0 2 2 3 1 0 0 0 2013 0 27
27 "South Dakota" "NCAA Division I-AA" 7 0 2 2 3 4 3 0 0 2012 NA 27
28 "Florida Atlantic" "Sun Belt" 26 0 2 2 2 11 13 1 1 2009 NA 24
28 "Hawaii" "Mountain West" 25 0 2 9 19 13 11 0 0 2013 2 103
28 "Louisiana-Monroe" "Sun Belt" 26 0 1 1 1 9 11 1 5 2007 NA 12
28 "Memphis" "Conference USA" 27 0 2 2 4 15 11 0 1 2012 NA 30
28 "Rutgers" "Big East" 27 0 1 1 1 14 13 0 0 2006 NA 12
28 "Syracuse" "Big East" 26 0 1 1 1 14 11 1 0 2008 NA 12
28 "Toledo" "Mid-American" 27 0 2 2 2 10 14 0 3 2010 NA 24
28 "Samford" "NCAA Division I-AA" 1 0 2 2 3 1 0 0 0 2013 0 27
28 "Western Kentucky" "Sun Belt" 27 0 2 2 21 15 11 0 1 2011 NA 81
28 "Yale" "NCAA Division I-AA" 1 0 1 1 1 0 1 0 0 2008 NA 12
28 "William & Mary" "NCAA Division I-AA" 14 0 2 2 2 8 5 1 0 2010 NA 24
28 "Bryant University" "NCAA Division I-AA" 7 0 2 2 3 3 3 0 1 2012 NA 27
28 "Tennessee State" "NCAA Division I-AA" 8 0 2 2 14 4 3 0 1 2011 NA 60
29 "Alabama" "SEC" 26 13 2 18 21 9 14 1 2 2012 NA 145
29 "Florida International" "Sun Belt" 27 0 2 2 18 13 11 0 3 2011 NA 72
29 "Marshall" "Conference USA" 26 0 1 1 1 15 11 0 0 2007 NA 12
29 "North Carolina State" "ACC" 25 0 2 3 12 14 9 0 2 2013 0 58
29 "San Jose State" "WAC" 27 0 2 2 2 15 10 0 2 2010 NA 24
29 "Tulane" "Conference USA" 26 0 2 2 2 12 12 1 1 2009 NA 24
29 "UTEP" "Conference USA" 27 0 1 1 1 20 5 2 0 2006 NA 12
29 "Washington State" "Pac-12" 26 0 1 1 1 14 10 0 2 2008 NA 12
29 "Hampton" "NCAA Division I-AA" 7 0 2 2 2 2 3 0 2 2012 NA 24
29 "Alabama A&M" "SWAC" 1 0 1 1 1 1 0 0 0 2008 NA 12
29 "Alabama State" "SWAC" 2 0 2 2 2 1 1 0 0 2010 NA 24
29 "Pennsylvania" "NCAA Division I-AA" 8 0 2 2 16 4 3 1 0 2011 NA 66
29 "Tennessee Tech" "NCAA Division I-AA" 1 0 2 2 2 0 0 0 1 2013 0 24
3 "Alabama" "SEC" 32 7 1 1 1 12 16 1 3 2008 NA 12
3 "Arkansas" "SEC" 33 1 2 2 2 15 14 1 3 2009 NA 24
3 "Florida State" "ACC" 34 7 1 1 1 16 18 0 0 2006 NA 12
3 "Kansas State" "Big 12" 34 0 2 3 22 14 15 1 4 2011 NA 88
3 "Temple" "Big East" 37 0 2 2 15 15 17 0 5 2012 NA 63
3 "Texas A&M" "SEC" 32 5 2 8 8 11 18 0 1 2013 10 66
3 "Troy" "Sun Belt" 34 0 1 1 1 16 16 2 0 2007 NA 12
3 "Washington" "Pac-12" 31 1 2 2 2 14 15 0 2 2010 NA 24
3 "Grambling State" "SWAC" 1 0 1 1 1 1 0 0 0 2006 NA 12
3 "Georgia Southern" "NCAA Division I-AA" 23 0 2 2 21 13 7 0 3 2012 NA 81
3 "Georgia Southern" "NCAA Division I-AA" 26 0 2 2 14 13 8 0 5 2011 NA 60
3 "Harvard" "NCAA Division I-AA" 30 0 2 2 2 14 12 1 3 2010 NA 24
3 "Southern Illinois" "NCAA Division I-AA" 1 0 1 1 1 0 1 0 0 2007 NA 12
3 "Delaware" "NCAA Division I-AA" 21 0 2 2 2 0 0 0 0 2009 NA 24
3 "Delaware State" "NCAA Division I-AA" 26 0 1 1 1 13 13 0 0 2008 NA 12
3 "Georgia State" "NCAA Division I-AA" 27 0 2 2 14 12 14 0 1 2013 0 60
30 "Brigham Young" "IA Independents" 25 0 2 3 4 14 10 0 0 2013 0 34
30 "Brigham Young" "IA Independents" 26 0 1 1 1 18 8 0 0 2007 NA 12
30 "Duke" "ACC" 27 0 1 1 1 14 12 1 0 2006 NA 12
30 "East Carolina" "Conference USA" 27 0 2 2 19 13 13 0 1 2011 NA 75
30 "Louisiana Tech" "WAC" 26 0 2 2 2 14 11 1 0 2009 NA 24
30 "LSU" "SEC" 26 7 2 2 2 13 9 1 3 2010 NA 24
30 "Texas Tech" "Big 12" 26 3 2 11 7 11 13 0 2 2012 NA 75
30 "UTEP" "Conference USA" 26 0 1 1 1 10 16 0 0 2008 NA 12
30 "Princeton" "NCAA Division I-AA" 7 0 2 2 2 5 1 1 0 2012 NA 24
30 "Portland State" "NCAA Division I-AA" 1 0 1 1 1 0 1 0 0 2008 NA 12
30 "Youngstown State" "NCAA Division I-AA" 8 0 2 2 2 4 2 1 1 2011 NA 24
30 "Nicholls State" "NCAA Division I-AA" 2 0 2 2 2 2 0 0 0 2010 NA 24
30 "South Dakota" "NCAA Division I-AA" 1 0 2 2 2 0 0 1 0 2013 0 24
31 "Clemson" "ACC" 25 10 1 1 1 13 10 2 0 2008 NA 12
31 "Michigan" "Big Ten" 26 1 2 2 2 8 14 1 3 2010 NA 24
31 "Toledo" "Mid-American" 27 0 2 2 18 11 15 1 0 2011 NA 72
31 "Utah State" "WAC" 26 0 2 2 2 14 12 0 0 2009 NA 24
31 "Virginia" "ACC" 26 1 2 9 25 13 8 0 5 2012 NA 121
31 "Washington State" "Pac-12" 26 0 1 1 1 11 15 0 0 2007 NA 12
31 "Washington State" "Pac-12" 27 0 1 1 1 18 9 0 0 2006 NA 12
31 "Middle Tennessee" "Sun Belt" 25 0 2 2 20 13 11 1 0 2013 0 78
31 "Maine" "NCAA Division I-AA" 1 0 1 1 1 1 0 0 0 2008 NA 12
31 "Montana State" "NCAA Division I-AA" 6 0 2 2 2 4 2 0 0 2011 NA 24
31 "New Hampshire" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2013 0 24
31 "Youngstown State" "NCAA Division I-AA" 6 0 2 2 3 4 2 0 0 2012 NA 27
31 "Murray State" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2010 NA 24
32 "Arizona" "Pac-12" 25 0 1 1 1 14 11 0 0 2008 NA 12
32 "Baylor" "Big 12" 26 1 2 2 2 13 12 0 1 2010 NA 24
32 "Fresno State" "Mountain West" 26 0 1 1 1 11 13 1 1 2007 NA 12
32 "Kansas State" "Big 12" 26 0 2 2 6 13 11 0 2 2012 NA 36
32 "New Mexico" "Mountain West" 25 0 2 2 17 9 10 0 5 2013 0 69
32 "San Jose State" "WAC" 27 0 1 1 1 15 12 0 0 2006 NA 12
32 "Washington State" "Pac-12" 27 0 2 2 16 12 11 0 4 2011 NA 66
32 "McNeese State" "NCAA Division I-AA" 5 0 2 2 3 2 3 0 0 2012 NA 27
32 "Western Kentucky" "Sun Belt" 26 0 2 2 2 11 11 1 3 2009 NA 24
32 "Cal Poly" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2013 0 24
32 "Towson" "NCAA Division I-AA" 1 0 1 1 1 1 0 0 0 2008 NA 12
32 "Youngstown State" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2010 NA 24
32 "Western Illinois" "NCAA Division I-AA" 6 0 2 2 2 2 4 0 0 2011 NA 24
33 "LSU" "SEC" 25 10 2 2 2 8 13 1 3 2009 NA 24
33 "Mississippi" "SEC" 26 0 2 2 2 9 12 0 5 2010 NA 24
33 "Nevada" "Mountain West" 27 0 2 2 18 10 16 0 1 2011 NA 72
33 "North Texas" "Sun Belt" 25 0 1 1 1 10 11 0 4 2008 NA 12
33 "Purdue" "Big Ten" 26 0 2 2 24 15 6 2 3 2012 NA 90
33 "Texas" "Big 12" 25 12 1 1 1 14 11 0 0 2007 NA 12
33 "Tulane" "Conference USA" 25 0 2 3 18 8 16 0 0 2013 1 76
33 "UNLV" "Mountain West" 27 0 1 1 1 12 15 0 0 2006 NA 12
33 "Hampton" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2010 NA 24
33 "North Dakota State" "NCAA Division I-AA" 6 0 2 2 2 4 1 1 0 2011 NA 24
33 "Wagner" "NCAA Division I-AA" 1 0 1 1 1 1 0 0 0 2008 NA 12
33 "Southeastern Louisiana" "NCAA Division I-AA" 5 0 2 2 16 2 3 0 0 2012 NA 66
33 "Sacramento State" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2013 0 24
34 "Central Michigan" "Mid-American" 27 0 2 2 16 14 10 1 2 2011 NA 66
34 "Cincinnati" "Big East" 25 0 1 1 1 13 9 1 2 2008 NA 12
34 "Connecticut" "Big East" 26 0 2 2 9 14 10 1 1 2012 NA 45
34 "Hawaii" "Mountain West" 27 0 1 1 1 9 18 0 0 2006 NA 12
34 "Southern Miss" "Conference USA" 25 1 1 1 1 11 13 0 1 2007 NA 12
34 "Texas Tech" "Big 12" 26 0 2 2 2 6 20 0 0 2010 NA 24
34 "West Virginia" "Big 12" 25 1 2 2 2 13 11 0 1 2009 NA 24
34 "Weber State" "NCAA Division I-AA" 1 0 1 1 1 0 1 0 0 2008 NA 12
34 "Eastern Kentucky" "NCAA Division I-AA" 5 0 2 2 14 3 2 0 0 2012 NA 60
34 "Stony Brook" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2010 NA 24
34 "Indiana State" "NCAA Division I-AA" 5 0 2 2 3 3 2 0 0 2011 NA 27
34 "Lamar" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2013 0 24
34 "South Alabama" "Sun Belt" 25 0 2 2 18 9 13 1 2 2013 0 72
35 "Alabama" "SEC" 26 11 3 7 19 12 12 0 2 2011 NA 100
35 "Arkansas State" "Sun Belt" 25 0 1 1 1 13 9 1 2 2008 NA 12
35 "Florida Atlantic" "Sun Belt" 25 0 2 2 16 12 10 0 2 2013 0 66
35 "Mississippi" "SEC" 25 3 1 1 1 11 13 1 0 2007 NA 12
35 "South Carolina" "SEC" 25 3 2 14 12 12 8 1 4 2012 NA 102
35 "Southern Methodist" "Conference USA" 26 0 2 2 2 11 11 0 4 2010 NA 24
35 "USC" "Pac-12" 26 13 1 1 1 14 11 1 0 2006 NA 12
35 "Virginia" "ACC" 25 1 2 2 2 13 10 0 2 2009 NA 24
35 "Southern Illinois" "NCAA Division I-AA" 5 0 2 2 3 3 2 0 0 2012 NA 27
35 "Gardner-Webb" "NCAA Division I-AA" 1 0 1 1 1 0 0 1 0 2008 NA 12
35 "Sam Houston State" "NCAA Division I-AA" 1 0 2 2 2 0 1 0 0 2010 NA 24
35 "UC Davis" "NCAA Division I-AA" 5 0 2 2 3 3 2 0 0 2011 NA 27
36 "Arizona State" "Pac-12" 26 0 2 2 2 18 6 0 2 2010 NA 24
36 "Georgia" "SEC" 26 6 4 7 20 14 11 0 1 2011 NA 108
36 "Marshall" "Conference USA" 26 0 1 1 1 15 10 1 0 2006 NA 12
36 "Ohio State" "Big Ten" 25 5 2 16 10 12 11 0 2 2012 NA 104
36 "South Florida" "Big East" 25 0 1 1 1 13 12 0 0 2007 NA 12
36 "Texas Tech" "Big 12" 25 0 2 2 2 11 12 0 2 2009 NA 24
36 "Western Michigan" "Mid-American" 25 0 1 1 1 11 13 1 0 2008 NA 12
36 "Southern Illinois" "NCAA Division I-AA" 5 0 2 2 2 2 2 1 0 2011 NA 24
36 "Cal Poly" "NCAA Division I-AA" 5 0 2 2 2 2 2 0 1 2012 NA 24
36 "Hofstra" "CAA" 1 0 1 1 1 0 1 0 0 2008 NA 12
36 "Georgetown" "NCAA Division I-AA" 1 0 2 2 2 0 1 0 0 2010 NA 24
36 "UTSA" "WAC" 25 0 2 2 16 7 17 0 1 2013 0 66
37 "Auburn" "SEC" 26 8 3 7 22 11 11 0 4 2011 NA 109
37 "Georgia" "SEC" 24 8 1 1 1 11 9 1 3 2008 NA 12
37 "Michigan" "Big Ten" 25 4 2 4 9 12 13 0 0 2012 NA 53
37 "New Mexico" "Mountain West" 26 0 1 1 1 14 11 1 0 2006 NA 12
37 "Ohio State" "Big Ten" 24 12 3 20 18 6 15 0 1 2013 17 149
37 "Oregon" "Pac-12" 25 1 2 2 2 9 13 2 1 2009 NA 24
37 "Tulsa" "Conference USA" 26 0 2 2 2 10 12 1 3 2010 NA 24
37 "Middle Tennessee" "Sun Belt" 25 0 1 1 1 12 12 0 1 2007 NA 12
37 "Northeastern" "CAA" 1 0 1 1 1 1 0 0 0 2008 NA 12
37 "Southeastern Louisiana" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2010 NA 24
37 "Bryant University" "NCAA Division I-AA" 4 0 2 2 2 4 0 0 0 2011 NA 24
37 "Monmouth" "NCAA Division I-AA" 5 0 2 2 2 2 3 0 0 2012 NA 24
38 "Arkansas" "SEC" 26 3 1 1 1 14 12 0 0 2006 NA 12
38 "Hawaii" "Mountain West" 26 0 2 2 2 11 15 0 0 2010 NA 24
38 "Michigan" "Big Ten" 24 4 1 1 1 14 5 0 5 2008 NA 12
38 "Missouri" "SEC" 25 1 2 2 2 11 13 0 1 2009 NA 24
38 "Notre Dame" "IA Independents" 24 10 4 20 17 12 7 0 4 2013 13 151
38 "Syracuse" "Big East" 25 0 1 1 1 10 14 1 0 2007 NA 12
38 "Virginia" "ACC" 26 5 2 13 10 7 14 0 5 2011 NA 92
38 "Washington" "Pac-12" 25 1 2 10 13 10 9 2 4 2012 NA 89
38 "Columbia" "NCAA Division I-AA" 1 0 1 1 1 1 0 0 0 2008 NA 12
38 "Sacred Heart" "NCAA Division I-AA" 1 0 2 2 2 0 1 0 0 2010 NA 24
38 "Colgate" "NCAA Division I-AA" 5 0 2 2 2 4 1 0 0 2012 NA 24
38 "Southeast Missouri State" "NCAA Division I-AA" 3 0 2 2 3 2 0 0 1 2011 NA 27
39 "Brigham Young" "IA Independents" 26 0 1 1 1 12 13 1 0 2006 NA 12
39 "Kansas" "Big 12" 25 0 2 2 2 9 14 0 2 2009 NA 24
39 "Maryland" "ACC" 25 1 2 9 15 9 11 0 5 2012 NA 91
39 "Northern Illinois" "Mid-American" 26 0 2 2 2 9 14 2 1 2010 NA 24
39 "Southern Miss" "Conference USA" 26 0 2 2 21 13 12 0 1 2011 NA 81
39 "Texas A&M" "SEC" 24 3 1 1 1 10 13 0 1 2008 NA 12
39 "UCLA" "Pac-12" 24 6 2 5 5 8 11 1 2 2013 10 45
39 "Utah" "Pac-12" 25 0 1 1 1 9 16 0 0 2007 NA 12
39 "Princeton" "NCAA Division I-AA" 3 0 2 2 3 3 0 0 0 2011 NA 27
39 "Liberty" "NCAA Division I-AA" 4 0 2 2 14 2 1 0 1 2012 NA 60
39 "Delaware State" "NCAA Division I-AA" 1 0 2 2 2 1 0 0 0 2010 NA 24
4 "Florida" "SEC" 30 11 4 22 20 13 14 1 2 2013 16 168
4 "Kansas State" "Big 12" 32 0 2 2 2 14 13 1 4 2009 NA 24
4 "Marshall" "Conference USA" 34 0 2 10 10 14 13 0 6 2012 NA 80
4 "Miami (FL)" "ACC" 32 12 1 1 1 14 17 1 0 2008 NA 12
4 "Mississippi" "SEC" 33 3 1 1 1 24 9 0 0 2006 NA 12
4 "South Carolina" "SEC" 32 8 1 1 1 14 18 0 0 2007 NA 12
4 "Tennessee" "SEC" 30 6 2 2 2 16 11 2 1 2010 NA 24
4 "Weber State" "NCAA Division I-AA" 1 0 1 1 1 0 0 1 0 2006 NA 12
4 "Appalachian State" "NCAA Division I-AA" 22 0 2 2 20 10 10 0 2 2012 NA 78
4 "Jackson State" "SWAC" 1 0 1 1 1 1 0 0 0 2007 NA 12
4 "Stephen F. Austin" "NCAA Division I-AA" 25 0 2 2 2 12 11 1 1 2010 NA 24
4 "Massachusetts" "Mid-American" 19 0 2 2 2 0 0 0 0 2009 NA 24
4 "Northern Iowa" "NCAA Division I-AA" 23 0 1 1 1 11 10 0 2 2008 NA 12
4 "Alabama State" "SWAC" 24 0 2 2 16 11 11 0 0 2013 0 66
4 "Navy" "IA Independents" 34 0 2 2 16 11 22 0 1 2011 NA 66
4 "Central Arkansas" "NCAA Division I-AA" 26 0 2 2 3 13 10 1 2 2011 NA 27
40 "Arizona" "Pac-12" 25 0 2 2 2 14 10 0 1 2009 NA 24
40 "Boise State" "Mountain West" 25 0 2 2 12 11 12 1 1 2012 NA 54
40 "Hawaii" "Mountain West" 26 0 2 2 16 8 14 0 4 2011 NA 66
40 "Oklahoma" "Big 12" 24 2 2 16 8 8 12 1 3 2013 7 98
40 "Southern Miss" "Conference USA" 24 1 1 1 1 12 10 0 2 2008 NA 12
40 "Tulane" "Conference USA" 26 0 1 1 1 11 14 1 0 2006 NA 12
40 "UTEP" "Conference USA" 25 0 1 1 1 11 14 0 0 2007 NA 12
40 "Western Michigan" "Mid-American" 26 0 2 2 2 11 14 0 1 2010 NA 24
40 "Jackson State" "SWAC" 3 0 2 2 2 2 0 1 0 2011 NA 24
40 "Bethune-Cookman" "NCAA Division I-AA" 4 0 2 2 16 3 1 0 0 2012 NA 66
40 "Drake" "NCAA Division I-AA" 1 0 2 2 2 0 0 1 0 2010 NA 24
41 "Baylor" "Big 12" 24 1 2 13 10 8 12 0 2 2013 3 92
41 "Idaho" "WAC" 26 0 2 2 2 14 11 0 1 2010 NA 24
41 "Indiana" "Big Ten" 25 0 2 3 10 15 10 0 0 2012 NA 52
41 "Iowa State" "Big 12" 25 0 2 2 2 9 12 0 4 2009 NA 24
41 "Missouri" "SEC" 24 1 1 1 1 12 11 0 1 2008 NA 12
41 "Temple" "Big East" 26 0 1 1 1 14 12 0 0 2006 NA 12
