"W/L" "Date" "PF" "Opponent" "PA" "Bowl" "Other" "Month" "Day" "Year" "Team"
"L" "12-03-1937" 0 "Southern Mississippi" 7 "Doll and Toy Charity Game (1)" 1 12 3 1937 "Appalachian St. (NC)"
"L" "11-25-1948" 2 "West Chester (PA)" 7 "Burley Bowl" 1 11 25 1948 "Appalachian St. (NC)"
"W" "11-26-1949" 21 "Catawba (NC)" 7 "Olympian Bowl" 1 11 26 1949 "Appalachian St. (NC)"
"L" "11-23-1950" 6 "Emory & Henry (VA)" 26 "Burley Bowl" 1 11 23 1950 "Appalachian St. (NC)"
"L" "12-09-1950" 26 "West Liberty St. (WV)" 28 "Pythian Bowl" 1 12 9 1950 "Appalachian St. (NC)"
"W" "11-25-1954" 28 "East Tennessee St." 13 "Burley Bowl" 1 11 25 1954 "Appalachian St. (NC)"
"L" "12-11-1954" 13 "Newberry (SC)" 20 "Elks Bowl" 1 12 11 1954 "Appalachian St. (NC)"
"L" "11-24-1955" 0 "East Tennessee St." 7 "Burley Bowl" 1 11 24 1955 "Appalachian St. (NC)"
