OvrRank,Team,Division,Rating,W,L,SchScore,SchRank,Wtop10,Ltop10,Wtop30,Ltop30,Year
  65,UCF(Central Florida),A,69.6,6,5,63.21,100,0,0,0,2,2001
  66,Arizona,A,69.38,5,6,72.05,54,0,1,0,4,2001
  67,Northwestern,A,69.09,4,7,73.72,42,0,0,0,1,2001
  68,Mississippi St.,A,68.95,3,8,77.28,9,0,1,0,5,2001
  69,Minnesota,A,68.93,4,7,70.94,60,0,0,0,2,2001
  70,New Mexico,A,68.34,6,5,65.02,87,0,0,0,2,2001
  71,Furman,AA,68.25,12,3,52.34,138,0,0,0,0,2001
  72,Missouri,A,68.02,4,7,74.19,39,0,3,0,4,2001
  73,South Florida,A,67.85,8,3,54.98,125,0,0,0,0,2001
  74,Middle Tennessee,A,67.68,8,3,56.83,117,0,0,0,1,2001
  75,UAB,A,67.47,6,5,64.2,94,0,1,0,1,2001
  76,Northern Illinois,A,67.41,6,5,65.6,85,0,0,0,1,2001
  77,TCU,A,66.9,6,6,66.84,78,0,1,1,1,2001
  78,UNLV,A,66.88,4,7,68.82,68,0,0,0,1,2001
  79,Troy St.,A,66.76,7,4,64.61,91,0,3,0,3,2001
  80,Kentucky,A,66.26,2,9,78.29,5,0,2,0,6,2001
  81,Georgia Southern,AA,66.02,12,2,46.05,168,0,0,0,0,2001
  82,Rice,A,65.63,8,4,61.67,106,0,1,0,2,2001
  83,West Virginia,A,65.62,3,8,74.58,35,0,2,0,5,2001
  84,Maine,AA,65.43,9,3,55.83,121,0,0,0,0,2001
  85,Cincinnati,A,65.31,7,5,61.5,107,0,0,0,1,2001
  86,Villanova,AA,65.23,8,3,53.84,132,0,0,0,0,2001
  87,Kent St.,A,64.83,6,5,64.61,92,0,0,0,0,2001
  88,Hofstra,AA,64.8,9,3,52.42,137,0,0,0,0,2001
  89,Western Michigan,A,64.23,5,6,64.19,95,0,0,0,2,2001
  90,Memphis,A,63.87,5,6,64.99,88,0,1,0,2,2001
  91,Air Force,A,63.51,6,6,65.92,82,0,1,0,2,2001
  92,Temple,A,61.95,4,7,70.76,61,0,1,0,4,2001
  93,Kansas,A,61.87,3,8,77.03,12,0,4,1,6,2001
  94,William & Mary,AA,61.77,8,4,54.98,126,0,0,0,0,2001
  95,Northern Iowa,AA,61.5,11,3,53.5,134,0,0,0,0,2001
  96,Lehigh,AA,61.34,11,1,40.04,185,0,0,0,0,2001
  97,Sam Houston St.,AA,61.11,10,3,50.68,150,0,0,0,0,2001
  98,NW Louisiana,AA,60.67,8,4,55.08,124,0,0,0,0,2001
  99,Ball St.,A,60.57,5,6,62.61,102,0,0,0,0,2001
 100,Akron,A,60.36,4,7,66.33,80,0,0,0,0,2001
 101,Appalachian St.,AA,60.2,9,4,52.58,136,0,0,0,0,2001
 102,Northern Arizona,AA,59.7,8,4,53.9,131,0,0,0,0,2001
 103,North Texas,A,59.67,5,7,62.38,104,0,1,0,2,2001
 104,San Diego St.,A,59.61,3,8,68.93,67,0,0,0,1,2001
 105,SMU,A,59.42,4,7,64.92,90,0,0,0,2,2001
 106,Utah St.,A,59.24,4,7,68.13,71,0,1,0,4,2001
 107,Harvard,AA,59.11,9,0,40.88,180,0,0,0,0,2001
 108,McNeese St.,AA,58.88,8,4,50.95,148,0,0,0,0,2001
 109,Baylor,A,58.78,3,8,70.96,59,0,3,0,4,2001
 110,Vanderbilt,A,58.23,2,9,75,30,0,2,0,5,2001
 111,Pennsylvania,AA,58.06,8,1,40.58,181,0,0,0,0,2001
 112,Rhode Island,AA,57.54,8,3,52.11,140,0,0,0,0,2001
 113,Western Kentucky,AA,57.29,8,4,46.32,166,0,0,0,0,2001
 114,Nevada,A,57.25,3,8,68.25,70,0,0,0,2,2001
 115,California,A,57.22,1,10,78.24,6,0,1,0,7,2001
 116,San Jose St.,A,56.78,3,9,70.06,65,0,1,0,3,2001
 117,New Mexico St.,A,56.27,5,7,63.25,99,0,1,0,3,2001
 118,Wyoming,A,56.06,2,9,68.8,69,0,0,0,1,2001
 119,Portland St.,AA,55.46,7,4,50.8,149,0,0,0,0,2001
 120,Western Carolina,AA,55.32,7,4,51.56,146,0,0,0,1,2001
 121,Eastern Illinois,AA,55.27,9,2,40.46,183,0,0,0,0,2001
 122,Youngstown St.,AA,55,8,3,46.46,165,0,0,0,0,2001
 123,Richmond,AA,54.25,3,8,58.79,112,0,0,0,0,2001
 124,Stephen F. Austin,AA,54.11,6,5,54.19,128,0,0,0,1,2001
 125,Tulane,A,54.01,3,9,66.53,79,0,0,0,3,2001
 126,Eastern Washington,AA,53.9,7,4,51.45,147,0,0,0,0,2001
 127,Central Michigan,A,53.65,3,8,63.09,101,0,0,0,0,2001
 128,Northeastern,AA,53.48,5,6,54.38,127,0,0,0,0,2001
 129,Montana St.,AA,53.45,5,6,56.25,120,0,0,0,1,2001
 130,Grambling,AA,53.18,10,1,33.52,190,0,0,0,0,2001
 131,Ohio U.,A,53.07,1,10,68.09,72,0,0,0,0,2001
 132,Delaware,AA,53.02,4,6,55.63,122,0,0,0,0,2001
 133,Cal Poly,AA,52.65,6,5,49.23,156,0,0,0,0,2001
 134,Colgate,AA,52.47,7,3,45.67,169,0,0,0,0,2001
 135,Brown,AA,51.99,6,3,44.3,174,0,0,0,0,2001
 136,Eastern Kentucky,AA,51.58,8,2,39.72,186,0,0,0,0,2001
 137,Tennessee Tech,AA,50.45,7,3,44.99,171,0,0,0,0,2001
 138,Army,A,49.79,3,8,60.92,108,0,0,0,1,2001
 139,UC Davis,II,49.11,10,3,45.31,170,0,0,0,0,2001
 140,Wofford,AA,48.73,4,7,54.14,129,0,0,0,1,2001
 141,East Tennessee St.,AA,48.66,6,5,49.4,155,0,0,0,0,2001
 142,Jacksonville St.,AA,48.39,5,6,51.79,144,0,0,0,0,2001
 143,Duke,A,48.34,0,11,75.05,28,0,2,0,4,2001
 144,Buffalo,A,48.29,3,8,58.29,113,0,0,0,0,2001
 145,CS Northridge,AA,48.24,3,7,56.32,119,0,0,0,0,2001
 146,Western Illinois,AA,46.99,5,5,48.62,158,0,0,0,0,2001
 147,Bucknell,AA,46.9,6,4,41.24,178,0,0,0,0,2001
 148,Louisiana-Lafayette,A,46.76,3,8,57.93,115,0,0,0,0,2001
 149,Tennessee St.,AA,46.65,8,3,31.92,197,0,0,0,0,2001
 150,New Hampshire,AA,46.58,4,7,52.17,139,0,0,0,0,2001
 151,Citadel,AA,46.15,3,7,51.93,142,0,0,0,1,2001
 152,Rutgers,A,45.22,2,9,67.71,75,0,1,0,4,2001
 153,Weber St.,AA,45.15,3,8,55.53,123,0,0,0,0,2001
 154,Houston,A,45.03,0,11,70.13,64,0,1,0,3,2001
 155,Louisiana-Monroe,A,44.9,2,9,61.72,105,0,1,0,1,2001
 156,Connecticut,A,44.8,2,9,59.84,111,0,0,0,1,2001
 157,SMS(SW Missouri St.),AA,44.7,6,5,44.59,172,0,0,0,0,2001
 158,Massachusetts,AA,44.5,3,8,58.18,114,0,0,0,0,2001
 159,Fordham,AA,44.48,7,4,38.25,187,0,0,0,0,2001
 160,UTEP,A,44.36,2,9,60.75,110,0,0,0,1,2001
 161,Princeton,AA,43.36,3,6,47.32,162,0,0,0,0,2001
 162,Tulsa,A,43.33,1,10,64.09,96,0,1,0,2,2001
 163,Idaho,A,42.99,1,10,63.81,97,0,0,0,2,2001
 164,Idaho St.,AA,42.75,4,7,53.45,135,0,0,0,0,2001
 165,Nicholls St.,AA,42.73,3,8,51.79,145,0,0,0,0,2001
 166,Navy,A,42.69,0,10,64.96,89,0,0,0,2,2001
 167,Saint Mary's-Cal.,AA,42.22,6,5,47.08,164,0,0,0,0,2001
 168,James Madison,AA,42.13,2,9,51.92,143,0,0,0,0,2001
 169,Dayton,AA,41.87,10,1,18.24,228,0,0,0,0,2001
 170,Sacred Heart,AA,41.8,11,0,14.57,239,0,0,0,0,2001
 171,SW Texas St.,AA,41.56,4,7,53.94,130,0,0,0,0,2001
 172,Eastern Michigan,A,41.12,2,9,57.65,116,0,1,0,1,2001
 173,Southern Utah,AA,40.64,2,9,50.49,152,0,0,0,0,2001
 174,Murray St.,AA,40.32,4,6,47.12,163,0,0,0,0,2001
 175,Arkansas St.,A,39.86,2,9,56.55,118,0,0,0,1,2001
 176,Southern U.,AA,38.73,7,4,32.27,195,0,0,0,0,2001
 177,Alabama St.,AA,38.37,8,4,31.29,200,0,0,0,0,2001
 178,Yale,AA,38.22,3,6,43.46,177,0,0,0,0,2001
 179,Sacramento St.,AA,38.11,2,9,51.93,141,0,0,0,0,2001
 180,Chattanooga,AA,37.07,3,8,48.89,157,0,0,0,0,2001
 181,No. Carolina A&T,AA,36.66,8,3,26.88,211,0,0,0,0,2001
 182,Florida A&M,AA,36.53,7,4,31.72,199,0,0,0,0,2001
 183,Cornell,AA,36.41,2,7,48.1,159,0,0,0,0,2001
 184,Holy Cross,AA,36.18,4,6,40.89,179,0,0,0,0,2001
 185,Indiana St.,AA,35.49,3,8,47.75,161,0,0,0,0,2001
 186,Alcorn St.,AA,35.07,6,5,32.82,192,0,0,0,0,2001
 187,Samford,AA,35.02,5,5,34.97,189,0,0,0,0,2001
 188,SE Missouri St.,AA,34.99,4,7,40.51,182,0,0,0,0,2001
 189,Jackson St.,AA,34.19,7,4,28.98,206,0,0,0,0,2001
 190,Columbia,AA,34.19,3,7,44.09,175,0,0,0,0,2001
 191,Elon,AA,33.85,2,9,49.42,154,0,0,0,0,2001
 192,Gardner-Webb,AA,32.81,6,4,27.82,209,0,0,0,0,2001
 193,Illinois St.,AA,32.74,2,9,46.23,167,0,0,0,0,2001
 194,Liberty,AA,32.07,3,8,50.32,153,0,0,0,0,2001
 195,Hampton,AA,31.84,7,4,30.63,202,0,0,0,0,2001
 196,Duquesne,AA,31.8,8,3,19.19,225,0,0,0,0,2001
 197,Lafayette,AA,31.62,2,8,43.78,176,0,0,0,0,2001
 198,Bethune-Cookman,AA,30.76,6,4,24.42,217,0,0,0,0,2001
 199,Dartmouth,AA,30.73,1,8,44.52,173,0,0,0,0,2001
 200,Southern Illinois,AA,29.86,1,10,47.86,160,0,0,0,0,2001
 201,St. Peter's,AA,29.2,10,1,10.88,242,0,0,0,0,2001
 202,Robert Morris,AA,28.33,6,3,16.13,235,0,0,0,0,2001
 203,VMI,AA,27.41,1,10,50.51,151,0,0,0,0,2001
 204,So. Carolina St.,AA,26.47,6,5,26.24,213,0,0,0,0,2001
 205,Towson,AA,25.74,3,7,36.4,188,0,0,0,0,2001
 206,Florida Atlantic,AA,25.53,4,6,28.75,207,0,0,0,0,2001
 207,Monmouth-NJ,AA,25.5,7,3,13.79,240,0,0,0,0,2001
 208,Delaware St.,AA,23.85,5,6,26.86,212,0,0,0,0,2001
 209,Alabama A&M,AA,23.82,4,7,30.84,201,0,0,0,0,2001
 210,Albany (NY),AA,23.63,7,3,16.54,234,0,0,0,0,2001
 211,Drake,AA,23.42,5,5,26.9,210,0,0,0,0,2001
 212,Charleston Southern,AA,21.54,5,6,31.86,198,0,0,0,0,2001
 213,Morris Brown,AA,20.42,5,6,22.82,220,0,0,0,0,2001
 214,Butler,AA,20.17,5,5,25.39,215,0,0,0,0,2001
 215,San Diego,AA,19.57,6,3,19.07,226,0,0,0,0,2001
 216,Fairfield,AA,19.4,5,5,17.33,231,0,0,0,0,2001
 217,Georgetown,AA,19.3,3,7,32.06,196,0,0,0,0,2001
 218,Jacksonville,AA,19.29,6,5,19.91,223,0,0,0,0,2001
 219,Norfolk St.,AA,17.89,5,6,25.45,214,0,0,0,0,2001
 220,Prairie View A&M,AA,17.58,3,7,32.72,194,0,0,0,0,2001
 221,Ark.-Pine Bluff,AA,17.2,4,7,27.86,208,0,0,0,0,2001
 222,Texas Southern,AA,17.07,3,7,29.02,205,0,0,0,0,2001
 223,Morehead St.,AA,16.76,6,5,16.89,233,0,0,0,0,2001
 224,Morgan St.,AA,15.83,2,9,25.05,216,0,0,0,0,2001
 225,Kentucky St.,II,14.8,3,8,32.93,191,0,0,0,0,2001
 226,Savannah St.,AA,14.53,2,7,29.04,204,0,0,0,0,2001
 227,Howard,AA,14.2,2,9,30.07,203,0,0,0,0,2001
 228,Wagner,AA,12.48,3,6,17.58,229,0,0,0,0,2001
 229,Tenn.-Martin,AA,12.45,1,10,40.05,184,0,0,0,0,2001
 230,Marist,AA,12.32,3,6,17.33,230,0,0,0,0,2001
 231,Iona,AA,12.21,4,5,14.89,238,0,0,0,0,2001
 232,Central Conn. St.,AA,10.96,2,7,23.76,219,0,0,0,0,2001
 233,Stony Brook,AA,10.72,3,6,16.99,232,0,0,0,0,2001
 234,Davidson,AA,10.69,5,4,14.91,237,0,0,0,0,2001
 235,Austin Peay,AA,8.79,3,7,15.74,236,0,0,0,0,2001
 236,La Salle,AA,8.53,5,4,11.02,241,0,0,0,0,2001
 237,Valparaiso,AA,7.01,3,8,21.63,221,0,0,0,0,2001
 238,Miss. Valley St.,AA,4.09,0,11,32.81,193,0,0,0,0,2001
 239,Canisius,AA,1.05,1,9,21.14,222,0,0,0,0,2001
 240,Siena,AA,0.18,1,8,18.69,227,0,0,0,0,2001
 241,St. John's,AA,-0.13,1,9,19.66,224,0,0,0,0,2001
 242,St. Francis-Pa.,AA,-5.57,0,10,23.98,218,0,0,0,0,2001
