OvrRank,Team,Division,Rating,W,L,SchScore,SchRank,Wtop10,Ltop10,Wtop30,Ltop30,Year
  65,Hawaii,A,71.00 ,10,4,63.37,107,0,1,0,2,2002
  66,Louisville,A,70.66 ,7,6,67.86,74,0,0,1,0,2002
  67,Western Illinois,AA,70.23 ,11,2,54.04,140,0,0,0,0,2002
  68,Southern Miss,A,70.09 ,7,6,67.34,81,0,1,0,1,2002
  69,Arizona,A,68.61 ,4,8,74.25,32,0,0,0,3,2002
  70,UCF(Central Florida),A,68.60 ,7,5,63.34,108,0,0,0,1,2002
  71,Tulane,A,68.52 ,8,5,62.52,110,0,1,0,1,2002
  72,Pennsylvania,AA,68.02 ,9,1,49.51,170,0,0,0,0,2002
  73,New Mexico,A,67.83 ,7,7,67.51,78,0,0,0,3,2002
  74,Stanford,A,67.81 ,2,9,79.86,2,0,1,0,6,2002
  75,Utah,A,67.12 ,5,6,67.8,75,0,1,0,1,2002
  76,North Carolina,A,66.93 ,3,9,78.15,5,0,1,0,5,2002
  77,Syracuse,A,66.79 ,4,8,71.8,57,0,1,1,5,2002
  78,Connecticut,A,66.55 ,6,6,64.28,103,0,1,0,2,2002
  79,Michigan St.,A,66.18 ,4,8,72.79,50,0,2,0,4,2002
  80,Georgia Southern,AA,65.90 ,11,3,51.66,159,0,0,0,0,2002
  81,New Mexico St.,A,65.78 ,7,5,64.76,98,0,1,0,1,2002
  82,Villanova,AA,65.59 ,11,4,56.32,128,0,0,0,0,2002
  83,Temple,A,65.43 ,4,8,72.87,49,0,1,0,6,2002
  84,San Diego St.,A,64.35 ,4,9,70.8,61,0,0,0,2,2002
  85,Ball St.,A,64.11 ,6,6,65.74,94,0,0,0,0,2002
  86,East Carolina,A,64.11 ,4,8,68.97,67,0,0,0,1,2002
  87,UNLV,A,63.86 ,5,7,68.43,70,0,0,0,1,2002
  88,San Jose St.,A,63.84 ,6,7,67.46,79,0,1,0,2,2002
  89,Mississippi St.,A,63.69 ,3,9,72.98,48,0,1,0,4,2002
  90,BYU,A,63.55 ,5,7,67.24,86,0,0,0,0,2002
  91,Northeastern,AA,63.46 ,10,3,54.41,137,0,0,0,0,2002
  92,Nevada,A,63.21 ,5,7,66.21,90,0,0,0,2,2002
  93,Western Michigan,A,62.84 ,4,8,67.31,82,0,1,0,2,2002
  94,Montana,AA,62.45 ,11,3,51.86,158,0,0,0,0,2002
  95,Houston,A,61.82 ,5,7,66.4,88,0,1,0,1,2002
  96,Vanderbilt,A,61.80 ,2,10,75.55,17,0,2,0,4,2002
  97,Duke,A,61.34 ,2,10,73.56,39,0,0,0,4,2002
  98,Indiana,A,61.27 ,3,9,73.41,41,0,2,0,3,2002
  99,Maine,AA,61.24 ,11,3,51.28,163,0,0,0,0,2002
 100,Northwestern,A,60.01 ,3,9,73.75,36,0,2,0,3,2002
 101,UAB,A,60.01 ,5,7,65.21,95,0,0,0,2,2002
 102,Furman,AA,59.97 ,8,4,51.98,157,0,0,0,0,2002
 103,Middle Tennessee,A,59.89 ,4,8,65.12,96,0,1,0,1,2002
 104,Memphis,A,59.73 ,3,9,66.28,89,0,0,0,0,2002
 105,Louisiana Tech,A,59.64 ,4,8,67.29,85,0,0,0,2,2002
 106,Ohio U.,A,59.53 ,4,8,65.97,91,0,0,0,2,2002
 107,Massachusetts,AA,59.44 ,8,4,55.11,133,0,0,0,1,2002
 108,Utah St.,A,59.32 ,4,7,67.75,77,0,1,0,2,2002
 109,Eastern Illinois,AA,59.21 ,8,4,54.75,135,0,1,0,1,2002
 110,Idaho St.,AA,59.08 ,8,3,50.87,164,0,0,0,0,2002
 111,Montana St.,AA,58.82 ,7,6,58.44,122,0,0,0,1,2002
 112,Wofford,AA,58.69 ,9,3,52.53,152,0,0,0,1,2002
 113,Illinois St.,AA,58.61 ,6,5,60.41,117,0,0,0,0,2002
 114,Akron,A,57.95 ,4,8,64.35,101,0,1,0,3,2002
 115,Youngstown St.,AA,57.94 ,7,4,55.61,130,0,0,0,0,2002
 116,Fordham,AA,57.49 ,10,3,45.9,185,0,0,0,0,2002
 117,Central Michigan,A,57.09 ,4,8,64.56,100,0,0,0,1,2002
 118,Rice,A,57.04 ,4,7,61.7,115,0,0,0,1,2002
 119,Baylor,A,56.91 ,3,9,73.45,40,0,3,0,5,2002
 120,Wyoming,A,56.86 ,2,10,68.85,68,0,0,0,1,2002
 121,Appalachian St.,AA,56.55 ,8,4,52.15,156,0,0,0,0,2002
 122,William & Mary,AA,56.54 ,6,5,54.23,138,0,0,0,0,2002
 123,Lehigh,AA,56.34 ,8,4,50.12,166,0,0,0,0,2002
 124,Louisiana-Lafayette,A,56.06 ,3,9,67.04,87,0,0,0,2,2002
 125,Delaware,AA,56.02 ,6,6,55.54,131,0,0,0,0,2002
 126,NW Louisiana,AA,56.01 ,9,4,53.29,146,0,1,0,1,2002
 127,Idaho,A,55.56 ,2,10,68.48,69,0,0,0,2,2002
 128,Harvard,AA,55.53 ,7,3,49.97,168,0,0,0,0,2002
 129,Arkansas St.,A,55.46 ,6,7,58.51,121,0,0,0,1,2002
 130,Colgate,AA,54.87 ,9,3,47.46,179,0,0,0,0,2002
 131,Louisiana-Monroe,A,54.71 ,3,9,68.2,72,0,1,0,2,2002
 132,Kansas,A,54.67 ,2,10,71.06,60,0,1,0,2,2002
 133,Bethune-Cookman,AA,54.52 ,11,2,39.69,202,0,0,0,0,2002
 134,Eastern Kentucky,AA,54.12 ,8,4,48.47,175,0,0,0,1,2002
 135,Portland St.,AA,54.07 ,6,5,53.69,143,0,0,0,0,2002
 136,Eastern Washington,AA,54.02 ,6,5,54.99,134,0,0,0,0,2002
 137,Murray St.,AA,53.79 ,7,5,49.81,169,0,0,0,0,2002
 138,Indiana St.,AA,53.78 ,5,7,60.12,118,0,0,0,0,2002
 139,SE Missouri St.,AA,53.71 ,8,4,47.65,177,0,0,0,0,2002
 140,Nicholls St.,AA,53.36 ,7,4,51.44,162,0,0,0,0,2002
 141,Troy St.,A,53.36 ,4,8,59.81,119,0,0,0,1,2002
 142,Stephen F. Austin,AA,53.26 ,6,5,51.65,160,0,0,0,0,2002
 143,Hofstra,AA,52.99 ,6,6,52.25,154,0,0,0,0,2002
 144,Navy,A,52.90 ,2,10,67.31,83,0,0,0,3,2002
 145,Northern Iowa,AA,52.90 ,5,6,58.58,120,0,0,0,0,2002
 146,Northern Arizona,AA,52.82 ,6,5,53.43,145,0,0,0,0,2002
 147,Richmond,AA,52.80 ,4,7,55.34,132,0,0,0,0,2002
 148,Yale,AA,51.77 ,6,4,47.57,178,0,0,0,0,2002
 149,SMU,A,51.70 ,3,9,64.06,104,0,0,0,1,2002
 150,SMS(SW Missouri St.),AA,51.35 ,4,7,56.95,126,0,0,0,0,2002
 151,Princeton,AA,50.85 ,6,4,49.49,171,0,0,0,0,2002
 152,Lafayette,AA,50.48 ,7,5,47.36,181,0,0,0,0,2002
 153,Grambling,AA,50.25 ,11,2,38.34,209,0,0,0,0,2002
 154,Duquesne,AA,49.68 ,11,1,29.11,229,0,0,0,0,2002
 155,Kent St.,A,49.67 ,3,9,64.63,99,0,1,0,1,2002
 156,Sacramento St.,AA,49.52 ,5,7,52.64,151,0,0,0,0,2002
 157,Eastern Michigan,A,49.50 ,3,9,64.81,97,0,0,0,1,2002
 158,Rutgers,A,49.35 ,1,11,72.63,51,0,1,0,6,2002
 159,Gardner-Webb,AA,49.21 ,9,1,36.03,214,0,0,0,0,2002
 160,James Madison,AA,49.06 ,5,7,53.13,147,0,0,0,0,2002
 161,Western Carolina,AA,48.56 ,5,6,53.67,144,0,0,0,1,2002
 162,Jacksonville St.,AA,48.47 ,5,6,52.77,149,0,0,0,0,2002
 163,Southern Illinois,AA,48.13 ,4,8,57.4,124,0,0,0,0,2002
 164,Dayton,AA,47.66 ,11,1,27.87,232,0,0,0,0,2002
 165,Hampton,AA,47.28 ,7,5,42.79,193,0,0,0,0,2002
 166,Tulsa,A,47.16 ,1,11,63.75,106,0,1,0,2,2002
 167,Towson,AA,46.63 ,6,5,44.43,187,0,0,0,0,2002
 168,New Hampshire,AA,46.40 ,3,8,55.76,129,0,0,0,0,2002
 169,Saint Mary's-Cal.,AA,46.39 ,6,6,42.53,194,0,0,0,0,2002
 170,UTEP,A,46.19 ,2,10,65.74,93,0,1,0,2,2002
 171,Buffalo,A,45.96 ,1,11,63.16,109,0,0,0,0,2002
 172,Citadel,AA,45.66 ,3,9,52.32,153,0,0,0,1,2002
 173,Sam Houston St.,AA,45.60 ,4,7,54.64,136,0,0,0,0,2002
 174,Holy Cross,AA,44.73 ,4,8,48.96,173,0,0,0,0,2002
 175,Tennessee Tech,AA,44.26 ,5,7,47.19,182,0,0,0,0,2002
 176,Jackson St.,AA,44.07 ,7,4,40.09,198,0,0,0,0,2002
 177,Florida A&M,AA,44.05 ,7,5,43.96,189,0,1,0,1,2002
 178,SW Texas St.,AA,43.74 ,4,7,52.64,150,0,0,0,0,2002
 179,So. Carolina St.,AA,43.27 ,7,5,39.58,203,0,0,0,0,2002
 180,Alabama A&M,AA,43.26 ,8,4,38.36,208,0,0,0,0,2002
 181,Dartmouth,AA,43.18 ,3,7,49.35,172,0,0,0,0,2002
 182,Weber St.,AA,43.09 ,3,8,56.82,127,0,0,0,0,2002
 183,Army,A,43.09 ,1,11,62.25,111,0,0,0,0,2002
 184,East Tennessee St.,AA,42.89 ,4,8,53.88,142,0,0,0,1,2002
 185,Cal Poly SLO,AA,42.79 ,3,8,52.18,155,0,0,0,0,2002
 186,VMI,AA,42.75 ,6,6,46.81,183,0,0,0,0,2002
 187,Morgan St.,AA,42.46 ,7,5,39.85,201,0,0,0,0,2002
 188,Brown,AA,42.27 ,2,8,50.07,167,0,0,0,0,2002
 189,Rhode Island,AA,41.57 ,3,9,57.23,125,0,0,0,0,2002
 190,Cornell,AA,41.36 ,4,6,48.22,176,0,0,0,0,2002
 191,No. Carolina A&T,AA,41.30 ,4,8,42.8,192,0,0,0,0,2002
 192,Florida Atlantic,AA,40.82 ,2,9,53.9,141,0,0,0,0,2002
 193,Howard,AA,40.19 ,6,5,40.78,195,0,0,0,0,2002
 194,Southern U.,AA,40.10 ,6,6,42.91,191,0,0,0,0,2002
 195,Alcorn St.,AA,39.76 ,6,5,39.9,199,0,0,0,0,2002
 196,Chattanooga,AA,39.73 ,2,10,52.78,148,0,0,0,1,2002
 197,Albany (NY),AA,39.67 ,8,4,33.1,221,0,0,0,0,2002
 198,Fla. International,AA,38.86 ,5,6,40.64,196,0,0,0,0,2002
 199,Morehead St.,AA,38.76 ,9,3,29.32,227,0,0,0,0,2002
 200,Bucknell,AA,38.01 ,2,9,47.38,180,0,0,0,0,2002
 201,Columbia,AA,37.68 ,1,9,51.58,161,0,0,0,0,2002
 202,Alabama St.,AA,37.25 ,6,6,34.89,217,0,0,0,0,2002
 203,Georgetown,AA,37.15 ,5,6,43.34,190,0,0,0,0,2002
 204,Samford,AA,36.33 ,4,7,45.58,186,0,0,0,0,2002
 205,Elon,AA,36.18 ,4,7,46.15,184,0,0,0,0,2002
 206,Texas Southern,AA,36.17 ,4,7,37.26,211,0,0,0,0,2002
 207,San Diego,AA,35.73 ,5,5,29.91,226,0,0,0,0,2002
 208,Stony Brook,AA,35.68 ,8,2,25.74,239,0,0,0,0,2002
 209,Sacred Heart,AA,34.95 ,7,3,27.26,237,0,0,0,0,2002
 210,Tennessee St.,AA,33.49 ,2,10,44.12,188,0,0,0,0,2002
 211,Wagner,AA,33.14 ,7,4,27.55,235,0,0,0,0,2002
 212,Miss. Valley St.,AA,33.04 ,5,6,38.56,207,0,0,0,0,2002
 213,Delaware St.,AA,32.70 ,4,8,39.28,205,0,0,0,0,2002
 214,Liberty,AA,32.23 ,2,9,48.96,174,0,0,0,0,2002
 215,Ark.-Pine Bluff,AA,32.13 ,3,8,38.07,210,0,0,0,0,2002
 216,Norfolk St.,AA,32.05 ,5,6,37.13,212,0,0,0,0,2002
 217,Southern Utah,AA,31.83 ,1,10,54.08,139,0,0,0,0,2002
 218,Marist,AA,30.72 ,7,4,26.76,238,0,0,0,0,2002
 219,Saint Peter's,AA,29.81 ,6,5,29.04,230,0,0,0,0,2002
 220,Davidson,AA,28.95 ,7,3,28.95,231,0,0,0,0,2002
 221,Drake,AA,28.34 ,5,6,39.45,204,0,0,0,0,2002
 222,Central Conn. St.,AA,27.67 ,5,6,35.54,215,0,0,0,0,2002
 223,Monmouth-NJ,AA,26.88 ,2,8,35.44,216,0,0,0,0,2002
 224,Fairfield,AA,26.34 ,5,6,29.15,228,0,0,0,0,2002
 225,Austin Peay,AA,25.96 ,7,5,31.97,223,0,0,0,0,2002
 226,Tenn.-Martin,AA,24.07 ,2,10,50.69,165,0,0,0,0,2002
 227,Robert Morris,AA,23.98 ,3,7,34.01,218,0,0,0,0,2002
 228,Charleston Southern,AA,22.69 ,4,8,39.86,200,0,0,0,0,2002
 229,Butler,AA,22.64 ,4,6,32.73,222,0,0,0,0,2002
 230,Iona,AA,21.79 ,5,6,27.61,234,0,0,0,0,2002
 231,Siena,AA,19.95 ,3,7,27.39,236,0,0,0,0,2002
 232,St. Francis-Pa.,AA,19.76 ,2,8,30.62,225,0,0,0,0,2002
 233,Prairie View A&M,AA,18.72 ,1,10,40.62,197,0,0,0,0,2002
 234,Jacksonville,AA,18.54 ,3,7,33.44,219,0,0,0,0,2002
 235,Morris Brown,AA,16.86 ,1,11,38.72,206,0,0,0,0,2002
 236,Canisius,AA,15.80 ,2,9,30.94,224,0,0,0,0,2002
 237,St. John's,AA,15.63 ,2,8,27.75,233,0,0,0,0,2002
 238,Savannah St.,AA,15.31 ,1,9,36.07,213,0,0,0,0,2002
 239,La Salle,AA,13.44 ,2,9,25.6,240,0,0,0,0,2002
 240,Valparaiso,AA,10.51 ,1,10,33.21,220,0,0,0,0,2002
