OvrRank,Team,Division,Rating,W,L,SchScore,SchRank,Wtop10,Ltop10,Wtop30,Ltop30,Year
 167,Princeton,AA,42.47,5,5,39.15,186,0,0,0,0,1998
 168,Nicholls St.,AA,42.45,4,7,47.79,147,0,0,0,0,1998
 169,Bethune-Cookman,AA,41.86,8,3,37.1,191,0,0,0,0,1998
 170,Wofford,AA,41.41,4,7,48.16,142,0,0,0,0,1998
 171,Howard,AA,41.36,7,4,36.14,193,0,0,0,0,1998
 172,Ark.-Pine Bluff,AA,40.97,8,3,31.77,209,0,0,0,0,1998
 173,Yale,AA,40.93,6,4,40.42,176,0,0,0,0,1998
 174,Hawaii,A,39.98,0,12,66.87,85,0,1,0,2,1998
 175,SW Texas St.,AA,39.69,4,7,48.6,140,0,0,0,0,1998
 176,Southern Illinois,AA,39.63,3,8,45.7,157,0,0,0,0,1998
 177,No. Carolina A&T,AA,39.26,8,3,35.79,197,0,0,0,0,1998
 178,Liberty,AA,37.13,5,6,40.3,177,0,0,0,0,1998
 179,Texas Southern,AA,36.76,6,5,34.12,204,0,0,0,0,1998
 180,Idaho St.,AA,36.55,3,8,49.73,134,0,0,0,0,1998
 181,Samford,AA,36.53,6,5,36.72,192,0,0,0,0,1998
 182,Bucknell,AA,36.13,6,5,33.38,207,0,0,0,0,1998
 183,Buffalo,AA,35.91,4,7,42.04,170,0,0,0,0,1998
 184,Columbia,AA,35.72,4,6,39.39,183,0,0,0,0,1998
 185,Sam Houston St.,AA,35.3,3,8,51.28,129,0,0,0,0,1998
 186,Harvard,AA,35.11,4,6,40.97,175,0,0,0,0,1998
 187,Cal Poly SLO,AA,34.69,3,8,46.6,153,0,0,0,0,1998
 188,Kent St.,A,34.42,0,11,62.95,99,0,0,0,1,1998
 189,So. Carolina St.,AA,34.38,5,6,35.98,194,0,0,0,0,1998
 190,Alabama A&M,AA,33.71,5,6,35.37,198,0,0,0,0,1998
 191,Tennessee Tech,AA,33.57,4,7,41.6,172,0,0,0,0,1998
 192,Cornell,AA,33.04,4,6,37.45,189,0,0,0,0,1998
 193,SE Missouri St.,AA,32.39,3,8,42.13,169,0,0,0,0,1998
 194,Fordham,AA,32.1,4,7,39.22,184,0,0,0,0,1998
 195,Lafayette,AA,31.49,3,8,39.78,180,0,0,0,0,1998
 196,Dartmouth,AA,31.07,2,8,42.2,168,0,0,0,0,1998
 197,Grambling,AA,30.3,5,6,33.96,205,0,0,0,0,1998
 198,Alabama St.,AA,30.27,5,6,34.34,202,0,0,0,0,1998
 199,Morehead St.,AA,29.86,9,2,24.17,211,0,0,0,0,1998
 200,Alcorn St.,AA,25.98,5,6,32.57,208,0,0,0,0,1998
 201,Drake,AA,23.98,7,3,13.23,214,0,0,0,0,1998
 202,Holy Cross,AA,23.24,2,9,33.82,206,0,0,0,0,1998
 203,Saint Mary's-Cal.,AA,23.11,2,8,39.4,182,0,0,0,0,1998
 204,Towson,AA,22.74,5,6,28.6,210,0,0,0,0,1998
 205,Charleston Southern,AA,21.11,3,8,35.89,196,0,0,0,0,1998
 206,Norfolk St.,AA,20.09,2,9,38.65,188,0,0,0,0,1998
 207,Morgan St.,AA,19.6,1,10,37.26,190,0,0,0,0,1998
 208,Miss. Valley St.,AA,18.58,1,10,34.64,200,0,0,0,0,1998
 209,Tenn.-Martin,AA,18.36,0,11,43.88,165,0,0,0,0,1998
 210,Georgetown,AA,17.71,9,2,-0.21,219,0,0,0,0,1998
 211,VMI,AA,17.4,1,10,48.78,137,0,0,0,0,1998
 212,Dayton,AA,17.39,6,4,12.45,215,0,0,0,0,1998
 213,Fairfield,AA,17.02,9,2,-3.35,220,0,0,0,0,1998
 214,Delaware St.,AA,15.17,0,11,41.31,173,0,0,0,0,1998
 215,Valparaiso,AA,14.84,5,6,17.32,213,0,0,0,0,1998
 216,Prairie View A&M,AA,11.6,1,10,34.44,201,0,0,0,0,1998
 217,Duquesne,AA,9.99,8,3,-4.67,222,0,0,0,0,1998
 218,Austin Peay,AA,8.43,4,7,22.22,212,0,0,0,0,1998
 219,Robert Morris,AA,5.65,4,6,-4.78,223,0,0,0,0,1998
 220,Marist,AA,5.39,7,3,-9.05,229,0,0,0,0,1998
 221,Monmouth-NJ,AA,1.73,5,5,-9.06,230,0,0,0,0,1998
 222,Butler,AA,1.09,4,6,8.58,216,0,0,0,0,1998
 223,San Diego,AA,0.21,2,8,8.09,217,0,0,0,0,1998
 224,Wagner,AA,-5.38,7,3,-13.02,233,0,0,0,0,1998
 225,St. John's,AA,-5.86,6,5,-7.41,227,0,0,0,0,1998
 226,Central Conn. St.,AA,-8.85,4,6,-6.82,225,0,0,0,0,1998
 227,Jacksonville,AA,-15.51,4,5,-12.16,232,0,0,0,0,1998
 228,Iona,AA,-16.79,4,6,-9.03,228,0,0,0,0,1998
 229,Canisius,AA,-18.5,3,7,1.44,218,0,0,0,0,1998
 230,Siena,AA,-19.52,4,6,-6.89,226,0,0,0,0,1998
 231,La Salle,AA,-29.09,3,6,-19.25,234,0,0,0,0,1998
 232,Sacred Heart,AA,-33.14,2,8,-10.48,231,0,0,0,0,1998
 233,St. Peter's,AA,-34.34,0,10,-3.81,221,0,0,0,0,1998
 234,St. Francis-Pa.,AA,-34.81,0,10,-6.23,224,0,0,0,0,1998
