OvrRank,Team,Division,Rating,W,L,SchScore,SchRank,Wtop10,Ltop10,Wtop30,Ltop30,Year
 239,Austin Peay,AA,26.87 ,0,12,59.46,119,0,0,0,0 ,2013
 240,Alabama A&M,AA,26.83 ,4,8,35.85,231,0,0,0,0 ,2013
 241,Ark.-Pine Bluff,AA,25.12 ,2,9,35.16,234,0,0,0,0 ,2013
 242,Savannah State,AA,22.88 ,1,11,47.2,198,0,0,0,0 ,2013
 243,Texas Southern,AA,22.25 ,2,9,33.84,239,0,0,0,0 ,2013
 244,Miss. Valley State,AA,21.44 ,2,9,31.83,246,0,0,0,0 ,2013
 245,Houston Baptist,aa,21.27 ,3,4,47.84,193,0,0,0,0 ,2013
 246,Columbia,AA,17.95 ,0,10,50.55,172,0,0,0,0 ,2013
 247,Grambling State,AA,16.08 ,1,10,34.3,237,0,0,0,0 ,2013
 248,Campbell,AA,14.25 ,3,9,28.92,249,0,0,0,0 ,2013
 249,Morehead State,AA,14.18 ,3,9,34.27,238,0,0,0,0 ,2013
 250,Stetson,AA,8.47 ,2,9,33.28,241,0,0,0,0 ,2013
 251,Valparaiso,AA,8.25 ,1,10,35.18,233,0,0,0,0 ,2013
 252,Davidson,AA,-1.58 ,0,11,28.19,251,0,0,0,0 ,2013
