Year,Division,RK,NCAA.SCHOOL,CONFERENCE,SIGNED,ESPN.150,ESPN.300,FiveStar,FourStar,ThreeStar,OFF,DEF,SpecTeams,Athlete
2007,I-A,49,Virginia,ACC,24,0,NA,NA,NA,NA,15,8,1,0
2007,I-A,50,Pittsburgh,Big East,24,1,NA,NA,NA,NA,13,11,0,0
2007,I-A,51,Colorado State,Mountain West,24,0,NA,NA,NA,NA,8,15,0,1
2007,I-A,52,Oklahoma State,Big 12,24,2,NA,NA,NA,NA,13,11,0,0
2007,I-A,53,Arizona State,Pac-12,24,0,NA,NA,NA,NA,11,13,0,0
2007,I-A,54,Wyoming,Mountain West,24,0,NA,NA,NA,NA,15,9,0,0
2007,I-A,55,Iowa State,Big 12,24,0,NA,NA,NA,NA,13,11,0,0
2007,I-A,56,Utah State,WAC,24,0,NA,NA,NA,NA,10,13,1,0
2007,I-A,57,Eastern Michigan,Mid-American,24,0,NA,NA,NA,NA,14,10,0,0
2007,I-A,58,Ball State,Mid-American,24,0,NA,NA,NA,NA,9,13,1,1
2007,I-A,59,Rice,Conference USA,24,0,NA,NA,NA,NA,12,11,0,1
2007,I-A,60,Hawaii,Mountain West,24,0,NA,NA,NA,NA,13,11,0,0
2007,I-A,61,Georgia,SEC,23,6,NA,NA,NA,NA,13,9,1,0
2007,I-A,62,TCU,Big 12,23,0,NA,NA,NA,NA,8,13,1,1
2007,I-A,63,Clemson,ACC,23,3,NA,NA,NA,NA,9,14,0,0
2007,I-A,64,Miami (OH),Mid-American,23,0,NA,NA,NA,NA,10,13,0,0
2007,I-A,65,North Carolina State,ACC,23,0,NA,NA,NA,NA,13,9,1,0
2007,I-A,66,Kansas,Big 12,23,0,NA,NA,NA,NA,13,9,1,0
2007,I-A,67,Ohio,Mid-American,23,0,NA,NA,NA,NA,15,7,1,0
2007,I-A,68,New Mexico,Mountain West,23,0,NA,NA,NA,NA,14,9,0,0
2007,I-A,69,Memphis,Conference USA,22,0,NA,NA,NA,NA,13,8,1,0
2007,I-A,70,Illinois,Big Ten,22,3,NA,NA,NA,NA,10,12,0,0
2007,I-A,71,Iowa,Big Ten,22,2,NA,NA,NA,NA,11,11,0,0
2007,I-A,72,Michigan State,Big Ten,22,1,NA,NA,NA,NA,14,7,1,0
2007,I-A,73,Southern Methodist,Conference USA,22,1,NA,NA,NA,NA,13,7,0,2
2007,I-A,74,Tulane,Conference USA,22,0,NA,NA,NA,NA,12,9,1,0
2007,I-A,75,San Diego State,Mountain West,22,0,NA,NA,NA,NA,11,11,0,0
2007,I-A,76,Idaho,WAC,22,0,NA,NA,NA,NA,11,11,0,0
2007,I-A,77,Duke,ACC,22,0,NA,NA,NA,NA,12,9,1,0
2007,I-A,78,Cincinnati,Big East,22,0,NA,NA,NA,NA,15,6,0,1
2007,I-A,79,Akron,Mid-American,22,0,NA,NA,NA,NA,10,12,0,0
2007,I-A,80,Penn State,Big Ten,21,3,NA,NA,NA,NA,12,8,1,0
2007,I-A,81,Oklahoma,Big 12,21,1,NA,NA,NA,NA,12,8,1,0
2007,I-A,82,Rutgers,Big East,21,2,NA,NA,NA,NA,8,12,1,0
2007,I-A,83,Louisiana Tech,WAC,21,0,NA,NA,NA,NA,7,14,0,0
2007,I-A,84,Western Michigan,Mid-American,21,0,NA,NA,NA,NA,9,11,1,0
2007,I-A,85,Wake Forest,ACC,21,0,NA,NA,NA,NA,11,10,0,0
2007,I-A,86,New Mexico State,WAC,21,0,NA,NA,NA,NA,10,10,1,0
2007,I-A,87,USC,Pac-12,20,10,NA,NA,NA,NA,11,9,0,0
2007,I-A,88,Miami (FL),ACC,20,6,NA,NA,NA,NA,12,8,0,0
2007,I-A,89,Michigan,Big Ten,20,4,NA,NA,NA,NA,13,7,0,0
2007,I-A,90,Wisconsin,Big Ten,20,2,NA,NA,NA,NA,12,7,1,0
2007,I-A,91,Georgia Tech,ACC,20,3,NA,NA,NA,NA,10,10,0,0
2007,I-A,92,Indiana,Big Ten,20,0,NA,NA,NA,NA,11,9,0,0
2007,I-A,93,North Texas,Sun Belt,20,0,NA,NA,NA,NA,12,8,0,0
2007,I-A,94,UNLV,Mountain West,20,0,NA,NA,NA,NA,7,12,0,1
2007,I-A,95,Buffalo,Mid-American,20,0,NA,NA,NA,NA,11,9,0,0
2007,I-A,96,Florida State,ACC,19,2,NA,NA,NA,NA,11,7,1,0
2007,I-A,97,Texas A&M,SEC,19,3,NA,NA,NA,NA,11,8,0,0
2007,I-A,98,Northwestern,Big Ten,19,0,NA,NA,NA,NA,10,9,0,0
2007,I-A,99,Stanford,Pac-12,19,0,NA,NA,NA,NA,11,7,1,0
2007,I-A,100,Toledo,Mid-American,19,0,NA,NA,NA,NA,14,4,1,0
2007,I-A,101,Purdue,Big Ten,19,0,NA,NA,NA,NA,8,11,0,0
2007,I-A,102,Northern Illinois,Mid-American,19,0,NA,NA,NA,NA,11,8,0,0
2007,I-A,103,Notre Dame,IA Independents,18,10,NA,NA,NA,NA,11,6,1,0
2007,I-A,104,Boston College,ACC,18,0,NA,NA,NA,NA,11,5,1,1
2007,I-A,105,Louisiana-Lafayette,Sun Belt,18,0,NA,NA,NA,NA,9,8,0,1
2007,I-A,106,Bowling Green,Mid-American,18,0,NA,NA,NA,NA,7,8,1,2
2007,I-A,107,Arizona,Pac-12,17,2,NA,NA,NA,NA,7,9,1,0
2007,I-A,108,Nevada,Mountain West,17,0,NA,NA,NA,NA,8,9,0,0
2007,I-A,109,Florida Atlantic,Sun Belt,16,0,NA,NA,NA,NA,11,4,1,0
2007,I-A,110,Central Michigan,Mid-American,16,0,NA,NA,NA,NA,9,7,0,0
2007,I-A,111,Ohio State,Big Ten,15,2,NA,NA,NA,NA,7,8,0,0
2007,I-A,112,Louisville,Big East,15,0,NA,NA,NA,NA,10,5,0,0
2007,I-A,113,Vanderbilt,SEC,15,0,NA,NA,NA,NA,9,6,0,0
2007,I-A,114,Florida International,Sun Belt,14,0,NA,NA,NA,NA,9,5,0,0
2007,I-A,115,San Jose State,WAC,13,0,NA,NA,NA,NA,7,6,0,0
2007,I-A,116,UCLA,Pac-12,11,2,NA,NA,NA,NA,4,7,0,0
2007,I-A,117,Air Force,Mountain West,1,0,NA,NA,NA,NA,1,0,0,0
2007,I-AA,1,Western Kentucky,Sun Belt,5,0,NA,NA,NA,NA,2,3,0,0
2007,I-AA,2,Hampton,NCAA Division I-AA,2,0,NA,NA,NA,NA,1,0,0,1
2007,I-AA,3,Southern Illinois,NCAA Division I-AA,1,0,NA,NA,NA,NA,0,1,0,0
2007,I-AA,4,Jackson State,SWAC,1,0,NA,NA,NA,NA,1,0,0,0
2007,I-AA,5,Harvard,NCAA Division I-AA,1,0,NA,NA,NA,NA,1,0,0,0
2007,I-AA,6,Chattanooga,NCAA Division I-AA,1,0,NA,NA,NA,NA,0,1,0,0
2007,I-AA,7,Eastern Illinois,NCAA Division I-AA,1,0,NA,NA,NA,NA,1,0,0,0
2007,I-AA,8,Liberty,NCAA Division I-AA,1,0,NA,NA,NA,NA,1,0,0,0
2007,I-AA,9,Samford,NCAA Division I-AA,1,0,NA,NA,NA,NA,0,1,0,0
2007,I-AA,10,Appalachian State,NCAA Division I-AA,1,0,NA,NA,NA,NA,0,1,0,0
2007,I-AA,11,Georgia Southern,NCAA Division I-AA,1,0,NA,NA,NA,NA,1,0,0,0
2007,I-AA,12,Stephen F. Austin,NCAA Division I-AA,1,0,NA,NA,NA,NA,1,0,0,0
2007,I-AA,13,McNeese State,NCAA Division I-AA,1,0,NA,NA,NA,NA,1,0,0,0
2007,I-AA,14,South Carolina State,NCAA Division I-AA,1,0,NA,NA,NA,NA,1,0,0,0
2007,I-AA,15,Jacksonville State,NCAA Division I-AA,1,0,NA,NA,NA,NA,1,0,0,0
2006,I-A,1,Kansas State,Big 12,37,1,NA,NA,NA,NA,17,20,0,0
2006,I-A,2,Texas Tech,Big 12,35,0,NA,NA,NA,NA,16,19,0,0
2006,I-A,3,Florida State,ACC,34,7,NA,NA,NA,NA,16,18,0,0
2006,I-A,4,Mississippi,SEC,33,3,NA,NA,NA,NA,24,9,0,0
2006,I-A,5,Kentucky,SEC,33,1,NA,NA,NA,NA,18,14,1,0
2006,I-A,6,Oregon State,Pac-12,33,0,NA,NA,NA,NA,18,14,1,0
2006,I-A,7,Iowa State,Big 12,32,0,NA,NA,NA,NA,16,16,0,0
2006,I-A,8,Illinois,Big Ten,30,3,NA,NA,NA,NA,15,14,1,0
2006,I-A,9,Purdue,Big Ten,30,0,NA,NA,NA,NA,12,16,2,0
2006,I-A,10,Louisville,Big East,30,2,NA,NA,NA,NA,17,12,1,0
2006,I-A,11,South Florida,Big East,30,0,NA,NA,NA,NA,12,17,1,0
2006,I-A,12,Oklahoma State,Big 12,29,2,NA,NA,NA,NA,13,16,0,0
2006,I-A,13,North Carolina,ACC,29,1,NA,NA,NA,NA,17,12,0,0
2006,I-A,14,Louisiana Tech,WAC,29,0,NA,NA,NA,NA,12,17,0,0
2006,I-A,15,Troy,Sun Belt,29,0,NA,NA,NA,NA,11,17,1,0
2006,I-A,16,Notre Dame,IA Independents,28,10,NA,NA,NA,NA,17,10,1,0
2006,I-A,17,Georgia,SEC,28,12,NA,NA,NA,NA,16,12,0,0
2006,I-A,18,Nevada,Mountain West,28,0,NA,NA,NA,NA,15,13,0,0
2006,I-A,19,Baylor,Big 12,28,0,NA,NA,NA,NA,16,12,0,0
2006,I-A,20,Akron,Mid-American,28,0,NA,NA,NA,NA,13,14,1,0
2006,I-A,21,Florida,SEC,27,14,NA,NA,NA,NA,13,14,0,0
2006,I-A,22,Oklahoma,Big 12,27,6,NA,NA,NA,NA,15,12,0,0
2006,I-A,23,LSU,SEC,27,6,NA,NA,NA,NA,14,13,0,0
2006,I-A,24,Alabama,SEC,27,2,NA,NA,NA,NA,14,13,0,0
2006,I-A,25,Pittsburgh,Big East,27,2,NA,NA,NA,NA,9,17,1,0
2006,I-A,26,Utah,Pac-12,27,0,NA,NA,NA,NA,14,13,0,0
2006,I-A,27,Mississippi State,SEC,27,2,NA,NA,NA,NA,15,12,0,0
2006,I-A,28,Rutgers,Big East,27,0,NA,NA,NA,NA,14,13,0,0
2006,I-A,29,UTEP,Conference USA,27,0,NA,NA,NA,NA,20,5,2,0
2006,I-A,30,Duke,ACC,27,0,NA,NA,NA,NA,14,12,1,0
2006,I-A,31,Washington State,Pac-12,27,0,NA,NA,NA,NA,18,9,0,0
2006,I-A,32,San Jose State,WAC,27,0,NA,NA,NA,NA,15,12,0,0
2006,I-A,33,UNLV,Mountain West,27,0,NA,NA,NA,NA,12,15,0,0
2006,I-A,34,Hawaii,Mountain West,27,0,NA,NA,NA,NA,9,18,0,0
2006,I-A,35,USC,Pac-12,26,13,NA,NA,NA,NA,14,11,1,0
2006,I-A,36,Marshall,Conference USA,26,0,NA,NA,NA,NA,15,10,1,0
2006,I-A,37,New Mexico,Mountain West,26,0,NA,NA,NA,NA,14,11,1,0
2006,I-A,38,Arkansas,SEC,26,3,NA,NA,NA,NA,14,12,0,0
2006,I-A,39,Brigham Young,IA Independents,26,0,NA,NA,NA,NA,12,13,1,0
2006,I-A,40,Tulane,Conference USA,26,0,NA,NA,NA,NA,11,14,1,0
2006,I-A,41,Temple,Big East,26,0,NA,NA,NA,NA,14,12,0,0
2006,I-A,42,Toledo,Mid-American,26,0,NA,NA,NA,NA,14,11,1,0
2006,I-A,43,Texas,Big 12,25,8,NA,NA,NA,NA,14,10,1,0
2006,I-A,44,Texas A&M,SEC,25,1,NA,NA,NA,NA,13,12,0,0
2006,I-A,45,Auburn,SEC,25,4,NA,NA,NA,NA,12,12,1,0
2006,I-A,46,Michigan State,Big Ten,25,0,NA,NA,NA,NA,9,15,1,0
2006,I-A,47,Arizona State,Pac-12,25,0,NA,NA,NA,NA,9,15,1,0
2006,I-A,48,Arizona,Pac-12,25,2,NA,NA,NA,NA,12,13,0,0
2006,I-A,49,Missouri,SEC,25,0,NA,NA,NA,NA,10,15,0,0
2006,I-A,50,South Carolina,SEC,25,1,NA,NA,NA,NA,14,11,0,0
2006,I-A,51,East Carolina,Conference USA,25,0,NA,NA,NA,NA,15,10,0,0
2006,I-A,52,Nebraska,Big Ten,25,1,NA,NA,NA,NA,12,13,0,0
2006,I-A,53,Kansas,Big 12,25,0,NA,NA,NA,NA,13,12,0,0
2006,I-A,54,Central Michigan,Mid-American,25,0,NA,NA,NA,NA,12,12,1,0
2006,I-A,55,Vanderbilt,SEC,25,1,NA,NA,NA,NA,17,7,1,0
2006,I-A,56,Houston,Conference USA,25,0,NA,NA,NA,NA,12,13,0,0
2006,I-A,57,Colorado State,Mountain West,25,0,NA,NA,NA,NA,14,11,0,0
2006,I-A,58,Penn State,Big Ten,24,6,NA,NA,NA,NA,12,12,0,0
2006,I-A,59,Connecticut,Big East,24,0,NA,NA,NA,NA,12,11,1,0
2006,I-A,60,Oregon,Pac-12,24,0,NA,NA,NA,NA,13,11,0,0
2006,I-A,61,Virginia,ACC,24,0,NA,NA,NA,NA,12,12,0,0
2006,I-A,62,Southern Miss,Conference USA,24,0,NA,NA,NA,NA,13,11,0,0
2006,I-A,63,Wyoming,Mountain West,24,0,NA,NA,NA,NA,15,7,2,0
2006,I-A,64,Utah State,WAC,24,0,NA,NA,NA,NA,10,14,0,0
2006,I-A,65,Tennessee,SEC,23,1,NA,NA,NA,NA,10,11,2,0
2006,I-A,66,Ball State,Mid-American,23,0,NA,NA,NA,NA,9,14,0,0
2006,I-A,67,Florida Atlantic,Sun Belt,23,0,NA,NA,NA,NA,12,11,0,0
2006,I-A,68,Florida International,Sun Belt,23,0,NA,NA,NA,NA,13,9,1,0
2006,I-A,69,Tulsa,Conference USA,23,0,NA,NA,NA,NA,15,8,0,0
2006,I-A,70,Wisconsin,Big Ten,23,2,NA,NA,NA,NA,15,8,0,0
2006,I-A,71,UAB,Conference USA,23,0,NA,NA,NA,NA,15,8,0,0
2006,I-A,72,Colorado,Pac-12,23,0,NA,NA,NA,NA,12,10,0,1
2006,I-A,73,Arkansas State,Sun Belt,23,0,NA,NA,NA,NA,7,15,1,0
2006,I-A,74,Louisiana-Monroe,Sun Belt,23,0,NA,NA,NA,NA,14,8,1,0
2006,I-A,75,Maryland,ACC,22,3,NA,NA,NA,NA,13,9,0,0
2006,I-A,76,Washington,Pac-12,22,1,NA,NA,NA,NA,10,12,0,0
2006,I-A,77,UCLA,Pac-12,22,1,NA,NA,NA,NA,15,6,1,0
2006,I-A,78,Syracuse,Big East,22,1,NA,NA,NA,NA,15,7,0,0
2006,I-A,79,UCF,Conference USA,22,0,NA,NA,NA,NA,13,9,0,0
2006,I-A,80,Idaho,WAC,22,0,NA,NA,NA,NA,7,14,1,0
2006,I-A,81,Miami (OH),Mid-American,22,0,NA,NA,NA,NA,8,13,1,0
2006,I-A,82,Miami (FL),ACC,21,4,NA,NA,NA,NA,12,8,1,0
2006,I-A,83,North Carolina State,ACC,21,0,NA,NA,NA,NA,11,8,2,0
2006,I-A,84,Iowa,Big Ten,21,1,NA,NA,NA,NA,11,9,1,0
2006,I-A,85,Virginia Tech,ACC,21,1,NA,NA,NA,NA,9,12,0,0
2006,I-A,86,California,Pac-12,21,2,NA,NA,NA,NA,10,10,1,0
2006,I-A,87,Cincinnati,Big East,21,0,NA,NA,NA,NA,10,11,0,0
2006,I-A,88,Indiana,Big Ten,21,0,NA,NA,NA,NA,13,8,0,0
2006,I-A,89,Western Michigan,Mid-American,21,0,NA,NA,NA,NA,17,4,0,0
2006,I-A,90,Louisiana-Lafayette,Sun Belt,21,0,NA,NA,NA,NA,10,10,1,0
2006,I-A,91,Ohio State,Big Ten,20,7,NA,NA,NA,NA,8,12,0,0
2006,I-A,92,Clemson,ACC,20,5,NA,NA,NA,NA,9,10,1,0
2006,I-A,93,Michigan,Big Ten,20,6,NA,NA,NA,NA,8,11,1,0
2006,I-A,94,Boston College,ACC,20,0,NA,NA,NA,NA,11,9,0,0
2006,I-A,95,San Diego State,Mountain West,20,0,NA,NA,NA,NA,8,12,0,0
2006,I-A,96,Ohio,Mid-American,20,0,NA,NA,NA,NA,11,9,0,0
2006,I-A,97,Buffalo,Mid-American,20,0,NA,NA,NA,NA,8,11,1,0
2006,I-A,98,Minnesota,Big Ten,19,0,NA,NA,NA,NA,10,8,1,0
2006,I-A,99,Eastern Michigan,Mid-American,19,0,NA,NA,NA,NA,10,9,0,0
2006,I-A,100,Boise State,Mountain West,19,0,NA,NA,NA,NA,9,9,1,0
2006,I-A,101,North Texas,Sun Belt,19,0,NA,NA,NA,NA,6,13,0,0
2006,I-A,102,TCU,Big 12,18,0,NA,NA,NA,NA,12,6,0,0
2006,I-A,103,Southern Methodist,Conference USA,18,0,NA,NA,NA,NA,7,10,1,0
2006,I-A,104,Bowling Green,Mid-American,18,0,NA,NA,NA,NA,9,7,2,0
2006,I-A,105,New Mexico State,WAC,18,0,NA,NA,NA,NA,10,8,0,0
2006,I-A,106,Northwestern,Big Ten,17,0,NA,NA,NA,NA,10,6,1,0
2006,I-A,107,Stanford,Pac-12,17,0,NA,NA,NA,NA,10,7,0,0
2006,I-A,108,Memphis,Conference USA,17,0,NA,NA,NA,NA,6,10,1,0
2006,I-A,109,Fresno State,Mountain West,17,0,NA,NA,NA,NA,6,10,1,0
2006,I-A,110,Northern Illinois,Mid-American,17,0,NA,NA,NA,NA,12,5,0,0
2006,I-A,111,West Virginia,Big 12,16,0,NA,NA,NA,NA,7,9,0,0
2006,I-A,112,Wake Forest,ACC,16,1,NA,NA,NA,NA,8,7,1,0
2006,I-A,113,Kent State,Mid-American,16,0,NA,NA,NA,NA,10,5,1,0
2006,I-A,114,Georgia Tech,ACC,15,0,NA,NA,NA,NA,8,7,0,0
2006,I-A,115,Rice,Conference USA,14,0,NA,NA,NA,NA,10,4,0,0
2006,I-A,116,Middle Tennessee,Sun Belt,13,0,NA,NA,NA,NA,6,6,1,0
2006,I-A,117,Air Force,Mountain West,2,0,NA,NA,NA,NA,1,1,0,0
2006,I-A,118,Army,IA Independents,1,0,NA,NA,NA,NA,1,0,0,0
2006,I-AA,1,Wofford,NCAA Division I-AA,1,0,NA,NA,NA,NA,1,0,0,0
2006,I-AA,2,Princeton,NCAA Division I-AA,1,0,NA,NA,NA,NA,0,1,0,0
2006,I-AA,3,Grambling State,SWAC,1,0,NA,NA,NA,NA,1,0,0,0
2006,I-AA,4,Weber State,NCAA Division I-AA,1,0,NA,NA,NA,NA,0,0,1,0
2006,I-AA,5,Montana,NCAA Division I-AA,1,0,NA,NA,NA,NA,1,0,0,0
