OvrRank,Team,Division,Rating,W,L,SchScore,SchRank,Wtop10,Ltop10,Wtop30,Ltop30,Year
 127,Fla. International,A,58.09 ,3,9,65.66,81,0,0,0,1,2012
 128,Towson,AA,57.88 ,7,4,52.92,172,0,1,0,1,2012
 129,Stony Brook,AA,57.88 ,10,3,44.87,190,0,0,0,0,2012
 130,Air Force,A,57.57 ,6,7,60.56,127,0,0,0,1,2012
 131,Buffalo,A,57.54 ,4,8,65.48,83,0,1,0,1,2012
 132,Samford,AA,57.26 ,7,4,54.89,163,0,0,0,0,2012
 133,Jacksonville State,AA,57.22 ,6,5,58.08,141,0,1,0,1,2012
 134,Colorado State,A,57.14 ,4,8,65.46,85,0,0,0,2,2012
 135,Villanova,AA,56.90 ,8,4,50.16,177,0,0,0,0,2012
 136,Richmond,AA,56.69 ,8,3,45.88,187,0,0,0,0,2012
 137,Florida Atlantic,A,56.65 ,3,9,65.61,82,0,2,0,2,2012
 138,UTEP,A,56.55 ,3,9,68.32,67,0,0,0,3,2012
 139,Murray State,AA,56.44 ,5,6,57.18,150,0,0,0,1,2012
 140,Tennessee State,AA,56.44 ,8,3,49.84,179,0,0,0,0,2012
 141,The Citadel,AA,56.10 ,7,4,53.34,169,0,0,0,0,2012
 142,UAB,A,55.73 ,3,9,64.68,94,0,1,0,2,2012
 143,Missouri State,AA,55.67 ,3,8,65.2,89,0,1,0,2,2012
 144,Southern Utah,AA,55.55 ,5,6,59.35,132,0,0,0,1,2012
 145,New Mexico,A,54.98 ,4,9,61.3,124,0,0,0,1,2012
 146,Eastern Michigan,A,54.27 ,2,10,67.42,71,0,0,0,0,2012
 147,Army,A,53.81 ,2,10,64.59,96,0,0,0,0,2012
 148,Stephen F. Austin,AA,53.78 ,5,6,57.25,148,0,0,0,0,2012
 149,North Dakota,AA,53.71 ,5,6,58.03,142,0,0,0,0,2012
 150,James Madison,AA,53.59 ,7,4,47.58,183,0,0,0,0,2012
 151,Montana,AA,53.25 ,5,6,52.6,173,0,0,0,0,2012
 152,Sacramento State,AA,53.08 ,6,5,53.26,170,0,0,0,0,2012
 153,Harvard,AA,52.99 ,8,2,38.25,230,0,0,0,0,2012
 154,New Hampshire,AA,52.96 ,8,4,48.23,180,0,0,0,0,2012
 155,Tulane,A,52.95 ,2,10,66.58,76,0,0,0,1,2012
 156,Colorado,A,52.89 ,1,11,73.8,35,0,2,0,3,2012
 157,UNLV,A,52.84 ,2,11,64.01,102,0,0,0,1,2012
 158,Coastal Carolina,AA,52.70 ,8,5,48.19,181,0,0,0,0,2012
 159,Bethune-Cookman,AA,51.90 ,9,3,41.37,205,0,0,0,0,2012
 160,UC Davis,AA,51.36 ,4,7,58.74,138,0,0,0,1,2012
 161,Hawai'i,A,51.25 ,3,9,63.35,114,0,0,0,1,2012
 162,Albany-NY,AA,51.03 ,9,2,41,208,0,0,0,0,2012
 163,Portland State,AA,50.25 ,3,8,57.98,144,0,0,0,0,2012
 164,South Alabama,A,50.19 ,2,11,63.1,116,0,0,0,0,2012
 165,Idaho,A,49.82 ,1,11,70.86,55,0,1,0,4,2012
 166,Maine,AA,49.71 ,5,6,47.33,184,0,0,0,0,2012
 167,Southern Miss,A,49.70 ,0,12,67.87,68,0,0,0,2,2012
 168,SE Louisiana,AA,49.50 ,5,6,57.64,146,0,0,0,0,2012
 169,Akron,A,49.40 ,1,11,64.86,93,0,0,0,0,2012
 170,Furman,AA,49.03 ,3,8,56.09,157,0,0,0,1,2012
 171,Northern Colorado,AA,48.72 ,5,6,55.66,159,0,0,0,0,2012
 172,Colgate,AA,48.27 ,8,4,42.38,198,0,0,0,0,2012
 173,Lehigh,AA,47.74 ,10,1,38.7,227,0,0,0,0,2012
 174,New Mexico State,A,47.25 ,1,11,65.26,88,0,0,0,3,2012
 175,South Dakota,AA,47.12 ,1,10,62.22,119,0,0,0,1,2012
 176,Wagner,AA,47.08 ,9,4,40.94,209,0,0,0,0,2012
 177,SE Missouri State,AA,46.85 ,3,8,57.02,151,0,0,0,0,2012
 178,Massachusetts,A,46.83 ,1,11,66.17,78,0,0,0,2,2012
 179,Weber State,AA,46.69 ,2,9,57.72,145,0,0,0,1,2012
 180,Tennessee Tech,AA,46.25 ,3,8,55.3,161,0,1,0,1,2012
 181,Elon,AA,45.91 ,3,8,57.43,147,0,0,0,0,2012
 182,Princeton,AA,45.86 ,5,5,40.34,217,0,0,0,0,2012
 183,Northwestern State,AA,45.81 ,4,7,56.8,154,0,0,0,0,2012
 184,Ark.-Pine Bluff,AA,45.69 ,10,2,36.71,235,0,0,0,0,2012
 185,Delaware,AA,45.49 ,5,6,48.1,182,0,0,0,0,2012
 186,William & Mary,AA,45.03 ,2,9,50.93,176,0,0,0,0,2012
 187,Liberty,AA,44.91 ,6,5,42.34,199,0,0,0,0,2012
 188,Brown,AA,44.73 ,7,3,38.84,226,0,0,0,0,2012
 189,San Diego,AA,44.48 ,8,3,34.56,243,0,0,0,0,2012
 190,Alabama State,AA,43.92 ,7,4,35.9,239,0,0,0,0,2012
 191,Western Illinois,AA,43.85 ,3,8,60.27,129,0,0,0,0,2012
 192,Drake,AA,43.49 ,8,3,36.6,236,0,0,0,0,2012
 193,NC A&T,AA,43.16 ,7,4,40.93,210,0,0,0,0,2012
 194,Fordham,AA,43.01 ,6,5,42.96,196,0,0,0,0,2012
 195,Pennsylvania,AA,42.89 ,6,4,42.61,197,0,0,0,0,2012
 196,Western Carolina,AA,42.43 ,1,10,60.53,128,0,1,0,1,2012
 197,Dartmouth,AA,42.33 ,6,4,38.95,225,0,0,0,0,2012
 198,Delaware State,AA,42.09 ,6,5,39.86,218,0,0,0,0,2012
 199,Jackson State,AA,41.80 ,7,5,39.42,221,0,0,0,0,2012
 200,Austin Peay,AA,41.25 ,2,9,58.87,137,0,0,0,0,2012
 201,NC Central,AA,40.96 ,6,5,41.94,201,0,0,0,0,2012
 202,SC State,AA,40.48 ,5,6,43.84,193,0,1,0,1,2012
 203,Monmouth-NJ,AA,40.02 ,5,5,39.03,224,0,0,0,0,2012
 204,Alabama A&M,AA,39.97 ,7,4,36.89,233,0,0,0,0,2012
 205,Lamar,AA,39.77 ,4,8,54.82,164,0,0,0,0,2012
 206,Duquesne,AA,39.65 ,5,6,37.77,231,0,0,0,0,2012
 207,Howard,AA,39.52 ,7,4,40.82,211,0,0,0,0,2012
 208,Saint Francis-Pa.,AA,39.39 ,5,6,41.21,206,0,0,0,0,2012
 209,Lafayette,AA,38.88 ,5,6,40.43,215,0,0,0,0,2012
 210,Florida A&M,AA,38.85 ,4,7,43.08,194,0,0,0,1,2012
 211,Jacksonville,AA,38.23 ,7,4,35.64,240,0,0,0,0,2012
 212,Nicholls State,AA,38.05 ,1,10,59.74,131,0,0,0,1,2012
 213,Dayton,AA,37.63 ,6,5,35.9,238,0,0,0,0,2012
 214,Holy Cross,AA,37.58 ,2,9,43.93,192,0,0,0,0,2012
 215,Cornell,AA,36.93 ,4,6,40.41,216,0,0,0,0,2012
 216,Butler,AA,36.39 ,8,3,32.31,244,0,0,0,0,2012
 217,Georgetown,AA,35.89 ,5,6,39.37,222,0,0,0,0,2012
 218,Miss. Valley State,AA,34.91 ,5,6,36.78,234,0,0,0,0,2012
 219,Norfolk State,AA,34.24 ,4,7,41.95,200,0,0,0,0,2012
 220,Robert Morris,AA,34.19 ,4,7,40.75,212,0,0,0,0,2012
 221,Gardner-Webb,AA,34.14 ,3,8,50.04,178,0,0,0,0,2012
 222,Hampton,AA,33.81 ,3,7,41.76,203,0,0,0,0,2012
 223,Southern U.,AA,33.64 ,4,7,37.22,232,0,0,0,0,2012
 224,Georgia State,AA,33.50 ,1,10,52.13,174,0,0,0,0,2012
 225,Idaho State,AA,33.42 ,1,10,56.15,156,0,0,0,1,2012
 226,Charleston Southern,AA,33.09 ,5,6,44.7,191,0,0,0,0,2012
 227,Prairie View A&M,AA,32.51 ,3,8,39.16,223,0,0,0,0,2012
 228,Morgan State,AA,32.31 ,3,8,40.66,213,0,0,0,0,2012
 229,Marist,AA,32.16 ,4,7,31.25,245,0,0,0,0,2012
 230,Morehead State,AA,31.96 ,4,7,35.05,242,0,0,0,0,2012
 231,Bucknell,AA,31.50 ,3,8,41.11,207,0,0,0,0,2012
 232,Bryant,AA,31.43 ,4,7,38.45,228,0,0,0,0,2012
 233,Columbia,AA,31.29 ,3,7,41.37,204,0,0,0,0,2012
 234,Sacred Heart,AA,30.84 ,2,9,40.52,214,0,0,0,0,2012
 235,Central Connecticut,AA,30.67 ,2,8,42.98,195,0,0,0,0,2012
 236,Yale,AA,30.36 ,2,8,41.88,202,0,0,0,0,2012
 237,Alcorn State,AA,29.34 ,4,7,39.67,220,0,0,0,0,2012
 238,VMI,AA,28.04 ,2,9,47.02,186,0,0,0,0,2012
 239,Rhode Island,AA,26.28 ,0,11,51.11,175,0,0,0,0,2012
 240,Presbyterian College,AA,25.07 ,2,9,45.77,188,0,0,0,1,2012
 241,Texas Southern,AA,24.72 ,2,9,39.8,219,0,0,0,0,2012
 242,Grambling State,AA,24.14 ,1,10,38.38,229,0,0,0,0,2012
 243,Savannah State,AA,22.52 ,1,10,45.08,189,0,0,0,2,2012
 244,Davidson,AA,17.02 ,2,9,30.48,246,0,0,0,0,2012
 245,Valparaiso,AA,14.67 ,1,10,35.42,241,0,0,0,0,2012
 246,Campbell,AA,10.86 ,1,10,35.93,237,0,0,0,0,2012
