OvrRank,Team,Division,Rating,W,L,SchScore,SchRank,Wtop10,Ltop10,Wtop30,Ltop30,Year
   1,Alabama,A,99.40 ,13,1,75.94,19,3,1,5,1,2012
   2,Oregon,A,93.91 ,12,1,73.15,38,1,1,3,1,2012
   3,Texas A&M,A,93.31 ,11,2,77.26,6,1,2,3,2,2012
   4,Georgia,A,92.15 ,12,2,75.06,27,1,2,4,2,2012
   5,Notre Dame,A,91.08 ,12,1,75.83,21,1,1,4,1,2012
   6,South Carolina,A,90.10 ,11,2,75.73,23,1,2,4,2,2012
   7,Florida,A,89.84 ,11,2,78.38,4,3,1,5,2,2012
   8,Kansas State,A,88.98 ,11,2,76.21,14,0,1,3,2,2012
   9,Stanford,A,87.85 ,12,2,75.82,22,1,1,4,1,2012
  10,LSU,A,87.63 ,10,3,76.15,15,2,2,3,3,2012
  11,Florida State,A,87.50 ,12,2,68.94,66,0,1,1,1,2012
  12,Oklahoma,A,85.70 ,10,3,77.63,5,0,3,3,3,2012
  13,Ohio State,A,85.37 ,12,0,70.34,60,0,0,4,0,2012
  14,Clemson,A,85.21 ,11,2,70.21,61,1,1,1,2,2012
  15,Oregon State,A,83.78 ,9,4,76.27,13,0,2,3,3,2012
  16,Texas,A,83.63 ,9,4,76.35,12,0,1,4,2,2012
  17,Oklahoma State,A,83.56 ,8,5,74.91,28,0,1,0,4,2012
  18,Baylor,A,82.64 ,8,5,76.93,7,1,0,2,2,2012
  19,Utah State,A,82.41 ,11,2,64.32,97,0,0,1,2,2012
  20,Michigan,A,82.25 ,8,5,75.54,24,0,3,1,5,2012
  21,Northwestern,A,81.72 ,10,3,71.61,50,0,0,1,3,2012
  22,Nebraska,A,81.06 ,10,4,75.83,20,0,1,4,3,2012
  23,Wisconsin,A,81.02 ,8,6,74.61,30,0,1,2,5,2012
  24,Mississippi,A,80.91 ,7,6,76,18,0,4,0,6,2012
  25,Vanderbilt,A,80.77 ,9,4,72.88,42,0,3,1,4,2012
  26,BYU,A,80.26 ,8,5,69.48,63,0,1,1,3,2012
  27,Louisville,A,79.98 ,11,2,67.71,70,1,0,1,0,2012
  28,Arizona State,A,79.87 ,8,5,71.03,52,0,1,0,2,2012
  29,San Jose State,A,79.87 ,11,2,65.46,86,0,1,1,2,2012
  30,Penn State,A,78.83 ,8,4,70.54,58,0,0,2,2,2012
  31,UCLA,A,78.51 ,9,5,74.06,33,0,2,2,4,2012
  32,TCU,A,78.39 ,7,6,76.13,16,0,1,2,3,2012
  33,Southern California,A,78.32 ,7,6,76.05,17,0,3,1,3,2012
  34,Michigan State,A,78.15 ,7,6,75.25,26,0,1,1,5,2012
  35,North Dakota State,AA,77.94 ,14,1,59.14,135,0,0,0,0,2012
  36,Cincinnati,A,77.81 ,10,3,66.03,80,0,0,0,1,2012
  37,Texas Tech,A,77.71 ,8,5,73.25,36,0,1,0,5,2012
  38,Syracuse,A,77.61 ,8,5,72.42,45,0,0,1,1,2012
  39,Northern Illinois,A,77.33 ,12,2,61.89,121,0,0,0,1,2012
  40,Missouri,A,77.14 ,5,7,81.15,1,0,5,1,6,2012
  41,Boise State,A,76.99 ,11,2,63.27,115,0,0,1,0,2012
  42,Mississippi State,A,76.80 ,8,5,71.74,49,0,3,0,5,2012
  43,North Carolina,A,76.70 ,8,4,66.21,77,0,0,0,1,2012
  44,Arizona,A,76.18 ,8,5,74.24,32,0,2,1,4,2012
  45,Central Florida(UCF),A,76.17 ,10,4,64.94,91,0,0,0,1,2012
  46,Georgia Tech,A,75.92 ,7,7,72.43,44,0,1,0,4,2012
  47,Tulsa,A,75.81 ,11,3,65.48,84,0,0,0,0,2012
  48,West Virginia,A,75.44 ,7,6,74.85,29,0,1,2,3,2012
  49,Miami-Florida,A,75.27 ,7,5,72.7,43,0,2,0,3,2012
  50,Arkansas State,A,75.25 ,10,3,64.3,98,0,1,0,2,2012
  51,Louisiana Tech,A,75.15 ,9,3,63.84,106,0,1,0,3,2012
  52,Washington,A,75.05 ,7,6,73.94,34,1,2,2,2,2012
  53,Rutgers,A,74.62 ,9,4,67.42,72,0,0,0,1,2012
  54,Virginia Tech,A,74.37 ,7,6,72.04,47,0,0,0,2,2012
  55,Iowa State,A,74.15 ,6,7,76.36,11,0,1,1,4,2012
  56,Tennessee,A,73.50 ,5,7,75.28,25,0,4,0,5,2012
  57,SMU,A,72.94 ,7,6,66.79,74,0,1,0,2,2012
  58,Fresno State,A,72.41 ,9,4,63.38,113,0,1,0,1,2012
  59,Pittsburgh,A,72.40 ,6,7,70.56,57,0,1,0,3,2012
  60,Kent State,A,72.25 ,11,3,63.78,107,0,0,0,0,2012
  61,Utah,A,71.27 ,5,7,72.91,41,0,0,1,3,2012
  62,Louisiana-Lafayette,A,71.07 ,9,4,62.83,118,0,1,0,2,2012
  63,Sam Houston State,AA,70.81 ,11,4,59.28,133,0,1,0,2,2012
  64,NC State,A,70.65 ,7,6,69.24,65,0,0,1,2,2012
  65,Arkansas,A,70.64 ,4,8,76.63,9,0,4,0,5,2012
  66,San Diego State,A,69.94 ,9,4,63.54,108,0,0,0,2,2012
  67,Ball State,A,69.71 ,9,4,67.05,73,0,0,0,1,2012
  68,Minnesota,A,69.22 ,6,7,70.9,54,0,0,0,4,2012
  69,Toledo,A,69.04 ,9,4,64.88,92,0,0,0,1,2012
  70,Iowa,A,68.79 ,4,8,73.01,39,0,0,0,4,2012
  71,Purdue,A,68.63 ,6,7,72.03,48,0,1,0,6,2012
  72,Georgia Southern,AA,68.44 ,10,4,56.41,155,0,1,0,1,2012
  73,Duke,A,67.97 ,6,7,71.33,51,0,1,0,3,2012
  74,Bowling Green,A,67.90 ,8,5,61.57,123,0,1,0,2,2012
  75,Ohio,A,67.59 ,9,4,59.18,134,0,0,1,0,2012
  76,Indiana,A,67.47 ,4,8,70.76,56,0,0,0,4,2012
  77,Louisiana-Monroe,A,66.89 ,8,5,64.97,90,0,0,0,1,2012
  78,California,A,66.64 ,3,9,76.46,10,0,2,0,5,2012
  79,South Dakota State,AA,66.59 ,9,4,60.05,130,0,0,0,0,2012
  80,Nevada,A,66.31 ,7,6,62.14,120,0,0,0,0,2012
  81,Auburn,A,65.86 ,3,9,78.54,2,0,4,0,7,2012
  82,Navy,A,65.78 ,8,5,65.44,87,0,1,0,4,2012
  83,Rice,A,65.49 ,7,6,63.52,109,0,0,0,0,2012
  84,East Carolina,A,65.24 ,8,5,63.39,112,0,1,0,1,2012
  85,Middle Tennessee,A,65.03 ,8,4,63.91,105,0,0,0,0,2012
  86,South Florida,A,64.88 ,3,9,72.4,46,0,0,0,2,2012
  87,Virginia,A,64.65 ,4,8,71.02,53,0,0,1,0,2012
  88,Eastern Washington,AA,64.51 ,11,3,55.52,160,0,0,0,0,2012
  89,Connecticut,A,64.35 ,5,7,67.75,69,0,0,1,0,2012
  90,Montana State,AA,64.28 ,11,2,54.14,165,0,0,0,0,2012
  91,Western Kentucky,A,64.16 ,7,6,63.05,117,0,1,0,1,2012
  92,Northern Iowa,AA,64.05 ,5,6,63.48,110,0,0,0,1,2012
  93,Kentucky,A,63.99 ,2,10,76.9,8,0,3,0,5,2012
  94,Central Arkansas,AA,63.96 ,9,3,56.82,153,0,0,0,1,2012
  95,Indiana State,AA,63.70 ,7,4,59.12,136,0,0,0,0,2012
  96,Wofford,AA,63.70 ,9,4,56.86,152,0,1,0,1,2012
  97,Youngstown State,AA,63.57 ,7,4,58.67,139,0,0,0,0,2012
  98,Kansas,A,63.57 ,1,11,78.47,3,0,1,0,5,2012
  99,Cal Poly-SLO,AA,63.44 ,9,3,53.42,168,0,0,0,0,2012
 100,Temple,A,63.34 ,4,7,69.33,64,0,0,0,2,2012
 101,Maryland,A,63.28 ,4,8,69.52,62,0,0,0,2,2012
 102,Southern Illinois,AA,63.04 ,6,5,60.6,126,0,0,0,0,2012
 103,Troy,A,63.01 ,5,7,64.24,99,0,0,0,0,2012
 104,Washington State,A,62.65 ,3,9,74.49,31,0,2,0,5,2012
 105,Illinois State,AA,62.38 ,9,4,58.6,140,0,0,0,0,2012
 106,Eastern Kentucky,AA,61.29 ,8,3,53.15,171,0,0,0,0,2012
 107,Marshall,A,61.25 ,5,7,63.95,104,0,0,0,0,2012
 108,Houston,A,61.23 ,5,7,63.96,103,0,0,0,0,2012
 109,Wake Forest,A,61.11 ,5,7,70.37,59,0,1,0,4,2012
 110,Texas-San Antonio,A,60.89 ,8,4,60.73,125,0,0,0,2,2012
 111,Central Michigan,A,60.83 ,7,6,61.65,122,0,0,0,0,2012
 112,Tennessee-Martin,AA,60.74 ,8,3,55.17,162,0,0,0,0,2012
 113,Boston College,A,60.42 ,2,10,72.93,40,0,1,0,4,2012
 114,McNeese State,AA,60.37 ,7,4,53.82,167,0,0,0,0,2012
 115,Appalachian State,AA,60.31 ,8,4,55.72,158,0,0,0,0,2012
 116,Western Michigan,A,59.94 ,4,8,63.41,111,0,0,0,0,2012
 117,Old Dominion,AA,59.46 ,11,2,47.25,185,0,0,0,0,2012
 118,North Texas,A,59.15 ,4,8,66.16,79,0,2,0,2,2012
 119,Eastern Illinois,AA,58.93 ,7,5,57.98,143,0,0,0,0,2012
 120,Northern Arizona,AA,58.83 ,8,3,54.13,166,0,0,0,1,2012
 121,Wyoming,A,58.79 ,4,8,64.13,101,0,0,0,1,2012
 122,Chattanooga,AA,58.73 ,6,5,57.21,149,0,0,0,0,2012
 123,Memphis,A,58.60 ,4,8,64.17,100,0,0,0,0,2012
 124,Texas State,A,58.36 ,4,8,64.62,95,0,0,0,2,2012
 125,Miami-Ohio,A,58.23 ,4,8,66.74,75,0,0,0,1,2012
 126,Illinois,A,58.11 ,2,10,73.16,37,0,0,0,6,2012
