OvrRank,Team,Division,Rating,W,L,SchScore,SchRank,Wtop10,Ltop10,Wtop30,Ltop30,Year
   1,Florida,A,96.18 ,13,1,77.19,8,2,0,7,1,2006
   2,Southern California,A,95.57 ,11,2,79.39,2,2,0,5,1,2006
   3,LSU,A,94.29 ,11,2,74.79,20,0,1,4,2,2006
   4,Ohio State,A,93.88 ,12,1,73.07,38,1,1,3,1,2006
   5,Louisville,A,93.81 ,12,1,74.12,27,1,0,3,1,2006
   6,Boise State,A,91.13 ,13,0,65.92,90,0,0,3,0,2006
   7,Michigan,A,90.74 ,11,2,76.31,12,1,2,3,2,2006
   8,California,A,89.90 ,10,3,76.92,9,0,1,1,2,2006
   9,Wisconsin,A,88.73 ,12,1,67.39,82,0,1,2,1,2006
  10,West Virginia,A,88.64 ,11,2,73.08,37,0,1,1,1,2006
  11,Auburn,A,88.42 ,11,2,74.5,23,2,0,4,2,2006
  12,Rutgers,A,88.17 ,11,2,70.87,58,1,1,1,1,2006
  13,BYU,A,87.44 ,11,2,68.36,74,0,0,1,1,2006
  14,Arkansas,A,85.64 ,10,4,74.27,26,0,4,3,4,2006
  15,Tennessee,A,85.41 ,9,4,78.41,4,1,2,4,4,2006
  16,Oklahoma,A,84.83 ,11,3,73.47,32,0,1,1,2,2006
  17,Georgia,A,84.40 ,9,4,74.4,24,0,1,3,3,2006
  18,Penn State,A,84.38 ,9,4,73.09,36,0,3,1,4,2006
  19,Texas,A,84.02 ,10,3,70.51,61,0,1,2,1,2006
  20,Oregon State,A,83.32 ,10,4,75.75,15,1,2,2,2,2006
  21,Notre Dame,A,83.00 ,10,3,75.3,18,0,3,1,3,2006
  22,Virginia Tech,A,82.83 ,10,3,70.95,57,0,0,2,2,2006
  23,Hawaii,A,82.51 ,11,3,64.6,98,0,1,0,2,2006
  24,South Carolina,A,82.49 ,8,5,75.73,16,0,1,2,5,2006
  25,Boston College,A,82.40 ,10,3,71.95,44,0,0,3,1,2006
  26,TCU,A,81.98 ,11,2,66.94,85,0,0,0,1,2006
  27,Wake Forest,A,81.84 ,11,3,71.78,46,0,1,1,3,2006
  28,Kentucky,A,80.25 ,8,5,76.26,13,0,3,2,5,2006
  29,Clemson,A,80.18 ,8,5,70.8,59,0,0,1,4,2006
  30,Nebraska,A,79.69 ,9,5,71.38,51,0,1,0,4,2006
  31,South Florida,A,79.33 ,9,4,70.42,62,1,1,1,2,2006
  32,Georgia Tech,A,79.29 ,9,5,71.07,56,0,1,1,5,2006
  33,Florida State,A,78.73 ,7,6,73.05,39,0,1,0,4,2006
  34,UCLA,A,78.52 ,7,6,77.77,7,1,1,2,2,2006
  35,Oregon,A,78.27 ,7,6,77.86,6,0,2,1,4,2006
  36,Texas Tech,A,78.00 ,8,5,69.73,66,0,0,0,3,2006
  37,Washington State,A,77.59 ,6,6,76.59,10,0,2,1,3,2006
  38,Maryland,A,77.11 ,9,4,71.18,55,0,1,1,3,2006
  39,Texas A&M,A,76.98 ,9,4,69.99,64,0,1,1,3,2006
  40,Arizona State,A,76.73 ,7,6,76.34,11,0,2,0,4,2006
  41,Oklahoma State,A,76.37 ,7,6,70,63,0,0,1,2,2006
  42,Missouri,A,76.30 ,8,5,68.75,72,0,0,0,3,2006
  43,Cincinnati,A,76.23 ,8,5,74.29,25,0,3,1,4,2006
  44,Arizona,A,75.92 ,6,6,78.44,3,1,2,2,3,2006
  45,Pittsburgh,A,75.80 ,6,6,71.92,45,0,2,0,3,2006
  46,Utah,A,75.69 ,8,5,68.63,73,0,1,1,2,2006
  47,Navy,A,75.33 ,9,4,66.38,87,0,0,0,3,2006
  48,Minnesota,A,75.13 ,6,7,75.28,19,0,4,0,5,2006
  49,Miami-Florida,A,74.63 ,7,6,69.31,69,0,1,1,2,2006
  50,Washington,A,74.25 ,5,7,77.9,5,0,2,0,4,2006
  51,Iowa,A,73.85 ,6,7,73.41,34,0,3,0,4,2006
  52,Southern Miss,A,73.47 ,9,5,66.28,89,0,1,0,2,2006
  53,Appalachian State,AA,73.36 ,14,1,53.93,147,0,0,0,0,2006
  54,Houston,A,73.11 ,10,4,64.44,100,0,0,0,1,2006
  55,Alabama,A,73.10 ,6,7,73.69,30,0,2,1,5,2006
  56,Central Michigan,A,73.05 ,10,4,64.74,97,0,1,0,3,2006
  57,North Dakota State,AA,71.81 ,10,1,56.03,138,0,0,0,0,2006
  58,Nevada,A,71.62 ,8,5,65.11,94,0,1,0,2,2006
  59,Massachusetts,AA,71.24 ,13,2,56.17,135,0,0,0,0,2006
  60,Kansas State,A,70.77 ,7,6,71.64,47,0,1,1,3,2006
  61,San Jose State,A,70.70 ,9,4,64.03,105,0,1,0,2,2006
  62,Purdue,A,70.36 ,8,6,69.33,67,0,1,0,4,2006
  63,Vanderbilt,A,69.90 ,4,8,73.78,29,0,2,1,6,2006
  64,Kansas,A,69.42 ,6,6,67.42,80,0,0,0,1,2006
  65,Tulsa,A,69.37 ,8,5,65.77,92,0,0,0,1,2006
  66,Syracuse,A,69.00 ,4,8,75.86,14,0,2,0,4,2006
  67,East Carolina,A,68.88 ,7,6,68.08,76,0,1,0,1,2006
  68,Virginia,A,68.78 ,5,7,71.18,54,0,0,0,1,2006
  69,Western Michigan,A,68.69 ,8,5,64.12,102,0,0,0,0,2006
  70,Montana,AA,68.62 ,12,2,56.01,139,0,0,0,0,2006
  71,Youngstown State,AA,68.55 ,11,3,59.49,123,0,0,0,1,2006
  72,Wyoming,A,68.54 ,6,6,69.21,70,0,1,0,3,2006
  73,Connecticut,A,68.26 ,4,8,74.52,22,0,2,0,4,2006
  74,Mississippi,A,68.05 ,4,8,74.56,21,0,1,0,6,2006
  75,NC State,A,67.48 ,3,9,73.65,31,0,0,1,2,2006
  76,James Madison,AA,67.17 ,9,3,55.88,143,0,0,0,0,2006
  77,Ohio University,A,66.83 ,9,5,63.68,106,0,0,0,1,2006
  78,Mississippi State,A,66.56 ,3,9,75.67,17,0,2,0,7,2006
  79,Air Force,A,66.50 ,4,8,71.54,50,0,0,0,4,2006
  80,Michigan State,A,66.39 ,4,8,71.96,43,0,2,0,4,2006
  81,Troy,A,66.35 ,8,5,61.1,117,0,0,0,1,2006
  82,Baylor,A,65.21 ,4,8,71.58,49,0,0,0,3,2006
  83,New Mexico,A,64.99 ,6,7,67.87,78,0,0,0,2,2006
  84,Indiana,A,64.80 ,5,7,73.09,35,0,3,0,3,2006
  85,Northern Illinois,A,64.78 ,7,6,63.03,109,0,1,0,2,2006
  86,Portland State,AA,64.69 ,7,4,59.53,122,0,1,0,1,2006
  87,Middle Tennessee,A,64.60 ,7,6,65.12,93,0,1,0,3,2006
  88,Rice,A,64.51 ,7,6,67.92,77,0,0,0,1,2006
  89,New Hampshire,AA,64.39 ,9,4,55.97,141,0,0,0,0,2006
  90,Iowa State,A,63.59 ,4,8,71.25,52,0,0,0,3,2006
  91,Northern Iowa,AA,63.12 ,7,4,53.65,150,0,0,0,0,2006
  92,UC Davis,AA,63.00 ,6,5,59.09,124,0,0,0,1,2006
  93,Northwestern,A,62.95 ,4,8,72.62,41,0,3,0,4,2006
  94,Colorado,A,62.93 ,2,10,72.4,42,0,0,0,3,2006
  95,Colorado State,A,62.89 ,4,8,67.41,81,0,0,0,2,2006
  96,SMU,A,62.78 ,6,6,62.5,113,0,0,0,0,2006
  97,North Carolina,A,62.46 ,3,9,73.88,28,0,0,0,5,2006
  98,Ball State,A,62.37 ,5,7,64.93,95,0,1,0,1,2006
  99,Fresno State,A,62.03 ,4,8,69.33,68,0,2,0,3,2006
 100,Illinois State,AA,61.89 ,9,4,53.76,149,0,0,0,0,2006
 101,Southern Illinois,AA,61.87 ,9,4,53.57,152,0,0,0,0,2006
